SNO,LEAGUE_ID,CLUB_ID,PLAYER,PLAYER_ID,TEAM_IMG,BLANK,TEAM,TEAM_ID,MAT,BATTING_RANK,BOWLING_RANK,FIELDING_RANK,OTHER_RANK,MOM,TOTAL_RANK,League Name
127,790,32995,Yatin Koul,4081459,PHSOB 3,,PHSOB 3,4555,1,31,50,0,0,0,81,2024 Titans Second League
,790,32995,PHSOB 3,,,,,,,,,,,,,2024 Titans Second League
128,790,32995,Brian Kershaw,4673539,PHSOB 4,,PHSOB 4,4561,1,32,48,0,0,0,80,2024 Titans Second League
,790,32995,PHSOB 4,,,,,,,,,,,,,2024 Titans Second League
129,790,32995,Johan Pretorius,3255251,TUKS 5,,TUKS 5,4558,5,75,-1,0,0,0,74,2024 Titans Second League
,790,32995,TUKS 5,,,,,,,,,,,,,2024 Titans Second League
130,790,32995,Wessel Herbst,3783166,CBCOB 3,,CBCOB 3,4552,2,-2,68,8,0,0,74,2024 Titans Second League
,790,32995,CBCOB 3,,,,,,,,,,,,,2024 Titans Second League
131,790,32995,Khumo Tihocela,4973939,HARLEQUINS 3,,HARLEQUINS 3,4553,1,2,72,0,0,0,74,2024 Titans Second League
,790,32995,HARLEQUINS 3,,,,,,,,,,,,,2024 Titans Second League
132,790,32995,Barend Pelser,4854733,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,4554,2,-2,75,0,0,0,73,2024 Titans Second League
,790,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,2024 Titans Second League
133,790,32995,Heinrich Maraldo,3031835,CENTURION KAVALIERS 3,,CENTURION KAVALIERS 3,4560,3,7,66,0,0,0,73,2024 Titans Second League
,790,32995,CENTURION KAVALIERS 3,,,,,,,,,,,,,2024 Titans Second League
134,790,32995,Vuks Bamuza,5000466,HARLEQUINS 3,,HARLEQUINS 3,4553,1,38,27,8,0,0,73,2024 Titans Second League
,790,32995,HARLEQUINS 3,,,,,,,,,,,,,2024 Titans Second League
135,790,32995,Keaton Steenkamp,2944947,SINOVILLE 4,,SINOVILLE 4,4557,1,64,7,0,0,0,71,2024 Titans Second League
,790,32995,SINOVILLE 4,,,,,,,,,,,,,2024 Titans Second League
136,790,32995,Andre Schoombee,3772961,SINOVILLE 3,,SINOVILLE 3,4556,3,5,58,8,0,0,71,2024 Titans Second League
,790,32995,SINOVILLE 3,,,,,,,,,,,,,2024 Titans Second League
137,790,32995,Jaydon Blom,4756761,SINOVILLE 3,,SINOVILLE 3,4556,1,1,70,0,0,0,71,2024 Titans Second League
,790,32995,SINOVILLE 3,,,,,,,,,,,,,2024 Titans Second League
138,790,32995,Ian Diemont,4729875,HARLEQUINS 3,,HARLEQUINS 3,4553,4,71,0,0,0,0,71,2024 Titans Second League
,790,32995,HARLEQUINS 3,,,,,,,,,,,,,2024 Titans Second League
139,790,32995,Steven Meyburgh,2937220,PHSOB 3,,PHSOB 3,4555,2,-4,65,8,0,0,69,2024 Titans Second League
,790,32995,PHSOB 3,,,,,,,,,,,,,2024 Titans Second League
140,790,32995,Frits Snyman,2936846,TUKS 5,,TUKS 5,4558,10,23,0,44,0,0,67,2024 Titans Second League
,790,32995,TUKS 5,,,,,,,,,,,,,2024 Titans Second League
141,790,32995,Hennie Jnr Smit,4877007,SINOVILLE 4,,SINOVILLE 4,4557,1,57,0,8,0,0,65,2024 Titans Second League
,790,32995,SINOVILLE 4,,,,,,,,,,,,,2024 Titans Second League
142,790,32995,Mohapi Molete,4756704,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,4554,3,20,24,20,0,0,64,2024 Titans Second League
,790,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,2024 Titans Second League
143,790,32995,Jd Van wyk,4702806,SINOVILLE 4,,SINOVILLE 4,4557,5,55,0,8,0,0,63,2024 Titans Second League
,790,32995,SINOVILLE 4,,,,,,,,,,,,,2024 Titans Second League
144,790,32995,Hanco Kruger,4702785,TUKS 5,,TUKS 5,4558,2,9,54,0,0,0,63,2024 Titans Second League
,790,32995,TUKS 5,,,,,,,,,,,,,2024 Titans Second League
145,790,32995,Dylan Cutting,4576796,HARLEQUINS 3,,HARLEQUINS 3,4553,3,59,0,0,0,0,59,2024 Titans Second League
,790,32995,HARLEQUINS 3,,,,,,,,,,,,,2024 Titans Second League
146,790,32995,Emil Rolfes,2936903,PHSOB 3,,PHSOB 3,4555,3,59,-1,0,0,0,58,2024 Titans Second League
,790,32995,PHSOB 3,,,,,,,,,,,,,2024 Titans Second League
147,790,32995,Ryan Rossouw,2936911,PHSOB 3,,PHSOB 3,4555,2,58,0,0,0,0,58,2024 Titans Second League
,790,32995,PHSOB 3,,,,,,,,,,,,,2024 Titans Second League
148,790,32995,JP Roetz,3267058,SINOVILLE 4,,SINOVILLE 4,4557,1,0,57,0,0,0,57,2024 Titans Second League
,790,32995,SINOVILLE 4,,,,,,,,,,,,,2024 Titans Second League
149,790,32995,Stephan Van Der Berg,2987583,CBCOB 3,,CBCOB 3,4552,1,-2,50,8,0,0,56,2024 Titans Second League
,790,32995,CBCOB 3,,,,,,,,,,,,,2024 Titans Second League
150,790,32995,Regan Pruss,3759682,PHSOB 4,,PHSOB 4,4561,1,8,48,0,0,0,56,2024 Titans Second League
,790,32995,PHSOB 4,,,,,,,,,,,,,2024 Titans Second League
151,790,32995,Morati Lefhiedi,4892047,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,4554,1,56,0,0,0,0,56,2024 Titans Second League
,790,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,2024 Titans Second League
152,790,32995,Dante Meyer,4896936,HARLEQUINS 3,,HARLEQUINS 3,4553,3,55,0,0,0,0,55,2024 Titans Second League
,790,32995,HARLEQUINS 3,,,,,,,,,,,,,2024 Titans Second League
153,790,32995,Nathan Hall,5045108,CENTURION KAVALIERS 3,,CENTURION KAVALIERS 3,4560,1,-2,48,8,0,0,54,2024 Titans Second League
,790,32995,CENTURION KAVALIERS 3,,,,,,,,,,,,,2024 Titans Second League
154,790,32995,Werner Marneweck,4715784,TUKS 5,,TUKS 5,4558,2,1,45,8,0,0,54,2024 Titans Second League
,790,32995,TUKS 5,,,,,,,,,,,,,2024 Titans Second League
155,790,32995,Wian van Deventer,3257325,SINOVILLE 3,,SINOVILLE 3,4556,1,25,27,0,0,0,52,2024 Titans Second League
,790,32995,SINOVILLE 3,,,,,,,,,,,,,2024 Titans Second League
156,790,32995,Niel Coetzee,3018224,TUT 3,,TUT 3,4559,4,7,0,44,0,0,51,2024 Titans Second League
,790,32995,TUT 3,,,,,,,,,,,,,2024 Titans Second League
157,790,32995,Devin Cbc3,3266948,CBCOB 3,,CBCOB 3,4552,1,50,0,0,0,0,50,2024 Titans Second League
,790,32995,CBCOB 3,,,,,,,,,,,,,2024 Titans Second League
158,790,32995,Lafras Jenkins,4143518,PHSOB 3,,PHSOB 3,4555,1,23,27,0,0,0,50,2024 Titans Second League
,790,32995,PHSOB 3,,,,,,,,,,,,,2024 Titans Second League
159,790,32995,Henning Snyman,5045110,CENTURION KAVALIERS 3,,CENTURION KAVALIERS 3,4560,1,50,0,0,0,0,50,2024 Titans Second League
,790,32995,CENTURION KAVALIERS 3,,,,,,,,,,,,,2024 Titans Second League
160,790,32995,Rudi Loibner,2935397,CBCOB 3,,CBCOB 3,4552,4,25,0,24,0,0,49,2024 Titans Second League
,790,32995,CBCOB 3,,,,,,,,,,,,,2024 Titans Second League
161,790,32995,Jaco Van der walt,4715817,SINOVILLE 3,,SINOVILLE 3,4556,1,1,48,0,0,0,49,2024 Titans Second League
,790,32995,SINOVILLE 3,,,,,,,,,,,,,2024 Titans Second League
162,790,32995,Marko De Cock,4688791,PHSOB 3,,PHSOB 3,4555,1,49,0,0,0,0,49,2024 Titans Second League
,790,32995,PHSOB 3,,,,,,,,,,,,,2024 Titans Second League
163,790,32995,Tiaan Malan,4715812,SINOVILLE 4,,SINOVILLE 4,4557,1,1,48,0,0,0,49,2024 Titans Second League
,790,32995,SINOVILLE 4,,,,,,,,,,,,,2024 Titans Second League
164,790,32995,Justin Fourie,2987524,PHSOB 3,,PHSOB 3,4555,1,3,45,0,0,0,48,2024 Titans Second League
,790,32995,PHSOB 3,,,,,,,,,,,,,2024 Titans Second League
165,790,32995,Mollie Sinoville,4063613,SINOVILLE 3,,SINOVILLE 3,4556,1,-2,48,0,0,0,46,2024 Titans Second League
,790,32995,SINOVILLE 3,,,,,,,,,,,,,2024 Titans Second League
166,790,32995,Patrick Mounton,4729872,HARLEQUINS 3,,HARLEQUINS 3,4553,2,-2,48,0,0,0,46,2024 Titans Second League
,790,32995,HARLEQUINS 3,,,,,,,,,,,,,2024 Titans Second League
167,790,32995,Bennie Viljoen,3713450,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,4554,1,0,45,0,0,0,45,2024 Titans Second League
,790,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,2024 Titans Second League
168,790,32995,Divan Haasbroek,4715852,CBCOB 3,,CBCOB 3,4552,1,0,37,8,0,0,45,2024 Titans Second League
,790,32995,CBCOB 3,,,,,,,,,,,,,2024 Titans Second League
169,790,32995,Matt Rodgerson,4100183,PHSOB 4,,PHSOB 4,4561,1,25,20,0,0,0,45,2024 Titans Second League
,790,32995,PHSOB 4,,,,,,,,,,,,,2024 Titans Second League
170,790,32995,Hanco Hertzog,4165763,SINOVILLE 4,,SINOVILLE 4,4557,2,1,20,24,0,0,45,2024 Titans Second League
,790,32995,SINOVILLE 4,,,,,,,,,,,,,2024 Titans Second League
171,790,32995,Alain Grové,2937228,PHSOB 4,,PHSOB 4,4561,1,44,0,0,0,0,44,2024 Titans Second League
,790,32995,PHSOB 4,,,,,,,,,,,,,2024 Titans Second League
172,790,32995,Wehan du Waal,4715788,PHSOB 3,,PHSOB 3,4555,2,0,44,0,0,0,44,2024 Titans Second League
,790,32995,PHSOB 3,,,,,,,,,,,,,2024 Titans Second League
173,790,32995,Armin Havenga,3729570,CBCOB 3,,CBCOB 3,4552,3,44,0,0,0,0,44,2024 Titans Second League
,790,32995,CBCOB 3,,,,,,,,,,,,,2024 Titans Second League
174,790,32995,Tiaan Borman,4715816,SINOVILLE 4,,SINOVILLE 4,4557,2,12,24,8,0,0,44,2024 Titans Second League
,790,32995,SINOVILLE 4,,,,,,,,,,,,,2024 Titans Second League
175,790,32995,Chad Fortman,2936899,PHSOB 3,,PHSOB 3,4555,2,14,29,0,0,0,43,2024 Titans Second League
,790,32995,PHSOB 3,,,,,,,,,,,,,2024 Titans Second League
176,790,32995,Meshack Gabeni,3180887,CENTURION KAVALIERS 3,,CENTURION KAVALIERS 3,4560,1,-2,45,0,0,0,43,2024 Titans Second League
,790,32995,CENTURION KAVALIERS 3,,,,,,,,,,,,,2024 Titans Second League
177,790,32995,Dylan Van wyk,2987473,SINOVILLE 4,,SINOVILLE 4,4557,1,0,42,0,0,0,42,2024 Titans Second League
,790,32995,SINOVILLE 4,,,,,,,,,,,,,2024 Titans Second League
178,790,32995,Marius Swanepoel,5034372,CBCOB 3,,CBCOB 3,4552,1,0,42,0,0,0,42,2024 Titans Second League
,790,32995,CBCOB 3,,,,,,,,,,,,,2024 Titans Second League
179,790,32995,Jaco Fourie,4688790,PHSOB 3,,PHSOB 3,4555,1,42,-1,0,0,0,41,2024 Titans Second League
,790,32995,PHSOB 3,,,,,,,,,,,,,2024 Titans Second League
180,790,32995,Rivan Stoman,4715813,SINOVILLE 4,,SINOVILLE 4,4557,1,40,0,0,0,0,40,2024 Titans Second League
,790,32995,SINOVILLE 4,,,,,,,,,,,,,2024 Titans Second League
181,790,32995,Gerry Gouws,4673823,CBCOB 3,,CBCOB 3,4552,3,21,19,0,0,0,40,2024 Titans Second League
,790,32995,CBCOB 3,,,,,,,,,,,,,2024 Titans Second League
182,790,32995,JP Roets,3195753,SINOVILLE 4,,SINOVILLE 4,4557,3,3,20,16,0,0,39,2024 Titans Second League
,790,32995,SINOVILLE 4,,,,,,,,,,,,,2024 Titans Second League
183,790,32995,Clinton Da costa,5000469,HARLEQUINS 3,,HARLEQUINS 3,4553,2,-1,32,8,0,0,39,2024 Titans Second League
,790,32995,HARLEQUINS 3,,,,,,,,,,,,,2024 Titans Second League
184,790,32995,Ivan Havenga,3729571,CBCOB 3,,CBCOB 3,4552,4,-2,41,0,0,0,39,2024 Titans Second League
,790,32995,CBCOB 3,,,,,,,,,,,,,2024 Titans Second League
185,790,32995,Nicolas Pillay,4729911,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,4554,1,-1,40,0,0,0,39,2024 Titans Second League
,790,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,2024 Titans Second League
186,790,32995,Hanco Hertzog,3928457,SINOVILLE 3,,SINOVILLE 3,4556,2,11,19,8,0,0,38,2024 Titans Second League
,790,32995,SINOVILLE 3,,,,,,,,,,,,,2024 Titans Second League
187,790,32995,Echardt Stuwig,4729879,SINOVILLE 4,,SINOVILLE 4,4557,1,0,37,0,0,0,37,2024 Titans Second League
,790,32995,SINOVILLE 4,,,,,,,,,,,,,2024 Titans Second League
188,790,32995,Pieter Oosthuisen,4186402,SINOVILLE 4,,SINOVILLE 4,4557,1,15,22,0,0,0,37,2024 Titans Second League
,790,32995,SINOVILLE 4,,,,,,,,,,,,,2024 Titans Second League
189,790,32995,Edwin De Waal,4742889,PHSOB 3,,PHSOB 3,4555,1,14,22,0,0,0,36,2024 Titans Second League
,790,32995,PHSOB 3,,,,,,,,,,,,,2024 Titans Second League
190,790,32995,Daylan Scheepers,3927336,TUT 3,,TUT 3,4559,2,33,0,0,0,0,33,2024 Titans Second League
,790,32995,TUT 3,,,,,,,,,,,,,2024 Titans Second League
191,790,32995,Stefan Van Der Linden,4742893,PHSOB 3,,PHSOB 3,4555,2,33,0,0,0,0,33,2024 Titans Second League
,790,32995,PHSOB 3,,,,,,,,,,,,,2024 Titans Second League
192,790,32995,Gerrald Gouws,3056111,CBCOB 3,,CBCOB 3,4552,2,27,5,0,0,0,32,2024 Titans Second League
,790,32995,CBCOB 3,,,,,,,,,,,,,2024 Titans Second League
193,790,32995,Matthew Kaiser,3772203,CENTURION KAVALIERS 3,,CENTURION KAVALIERS 3,4560,1,32,0,0,0,0,32,2024 Titans Second League
,790,32995,CENTURION KAVALIERS 3,,,,,,,,,,,,,2024 Titans Second League
194,790,32995,Marius Bornman,2936833,TUKS 5,,TUKS 5,4558,6,31,0,0,0,0,31,2024 Titans Second League
,790,32995,TUKS 5,,,,,,,,,,,,,2024 Titans Second League
195,790,32995,Danie Kruger,3745390,SINOVILLE 4,,SINOVILLE 4,4557,1,-2,25,8,0,0,31,2024 Titans Second League
,790,32995,SINOVILLE 4,,,,,,,,,,,,,2024 Titans Second League
196,790,32995,Kyle Klese,4715785,PHSOB 3,,PHSOB 3,4555,1,-5,0,36,0,0,31,2024 Titans Second League
,790,32995,PHSOB 3,,,,,,,,,,,,,2024 Titans Second League
197,790,32995,Lodewyk deJager,3719312,PHSOB 4,,PHSOB 4,4561,1,28,2,0,0,0,30,2024 Titans Second League
,790,32995,PHSOB 4,,,,,,,,,,,,,2024 Titans Second League
198,790,32995,Luke Marshell,4973936,HARLEQUINS 3,,HARLEQUINS 3,4553,2,22,0,8,0,0,30,2024 Titans Second League
,790,32995,HARLEQUINS 3,,,,,,,,,,,,,2024 Titans Second League
199,790,32995,Reinhardt Hamman,3745388,SINOVILLE 4,,SINOVILLE 4,4557,1,22,0,8,0,0,30,2024 Titans Second League
,790,32995,SINOVILLE 4,,,,,,,,,,,,,2024 Titans Second League
200,790,32995,Kian Hoeuner,3928431,CBCOB 3,,CBCOB 3,4552,1,8,22,0,0,0,30,2024 Titans Second League
,790,32995,CBCOB 3,,,,,,,,,,,,,2024 Titans Second League
