SNO,LEAGUE_ID,CLUB_ID,MATCH_TYPE,DATE,TEAM_ONE,TEAM_ONE_URL,TEAM_ONE_ID,TEAM_ONE_CLUB_ID,TEAM_TWO,TEAM_TWO_URL,TEAM_TWO_ID,TEAM_TWO_CLUB_ID,RESULT,SCORES_SUMMARY_RAW,SCORECARD_URL,POINTS,SCORE_SUMMARY_TEAM_1,SCORE_SUMMARY_TEAM_1_SCORE,SCORE_SUMMARY_TEAM_2,SCORE_SUMMARY_TEAM_2_SCORE,League Name
90,790,32995,League,03/30/2025,CBCOB 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=4552&clubId=32995,4552,32995,CENTURION KAVALIERS 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=4560&clubId=32995,4560,32995,CBCOB 3: 227/3 (30.0/45 ov),CBCOB 3: 227/3(30.0) Live,https://cricclubs.com/TitansCricket/viewScorecard.do?matchId=7144&clubId=32995,0,CBCOB 3,227/3(30.0),,,2024 Titans Second League
89,790,32995,League,03/30/2025,SINOVILLE 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=4556&clubId=32995,4556,32995,CBCOB 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=4552&clubId=32995,4552,32995,Abandoned.,SINOVILLE 3: 0/0(0.0),https://cricclubs.com/TitansCricket/viewScorecard.do?matchId=7116&clubId=32995,2,SINOVILLE 3,0/0(0.0),,,2024 Titans Second League
88,790,32995,League,03/29/2025,CENTURION KAVALIERS 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=4560&clubId=32995,4560,32995,CBCOB 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=4552&clubId=32995,4552,32995,CBCOB 3 won by 6 Wickets,CENTURION KAVALIERS 3: 63/10(13.3) CBCOB 3: 64/4(11.1),https://cricclubs.com/TitansCricket/viewScorecard.do?matchId=7143&clubId=32995,4,CENTURION KAVALIERS 3,63/10(13.3),CBCOB 3,64/4(11.1),2024 Titans Second League
87,790,32995,League,03/29/2025,CENTURION KAVALIERS 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=4560&clubId=32995,4560,32995,SINOVILLE 4,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=4557&clubId=32995,4557,32995,Abandoned. Winner: SINOVILLE 4,CENTURION KAVALIERS 3: 0/0(0.0),https://cricclubs.com/TitansCricket/viewScorecard.do?matchId=7096&clubId=32995,4,CENTURION KAVALIERS 3,0/0(0.0),,,2024 Titans Second League
86,790,32995,League,03/23/2025,CENTURION KAVALIERS 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=4560&clubId=32995,4560,32995,PHSOB 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=4555&clubId=32995,4555,32995,Abandoned.,CENTURION KAVALIERS 3: 0/0(0.0),https://cricclubs.com/TitansCricket/viewScorecard.do?matchId=7079&clubId=32995,2,CENTURION KAVALIERS 3,0/0(0.0),,,2024 Titans Second League
85,790,32995,League,03/22/2025,SINOVILLE 4,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=4557&clubId=32995,4557,32995,PHSOB 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=4555&clubId=32995,4555,32995,Forfeited. Winner: SINOVILLE 4,SINOVILLE 4: 0/0(0.0),https://cricclubs.com/TitansCricket/viewScorecard.do?matchId=7090&clubId=32995,0,SINOVILLE 4,0/0(0.0),,,2024 Titans Second League
84,790,32995,League,03/22/2025,SINOVILLE 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=4556&clubId=32995,4556,32995,CBCOB 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=4552&clubId=32995,4552,32995,CBCOB 3 won by 5 Wickets,SINOVILLE 3: 162/10(34.4) CBCOB 3: 163/5(21.1),https://cricclubs.com/TitansCricket/viewScorecard.do?matchId=7087&clubId=32995,4,SINOVILLE 3,162/10(34.4),CBCOB 3,163/5(21.1),2024 Titans Second League
83,790,32995,League,03/22/2025,SINOVILLE 4,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=4557&clubId=32995,4557,32995,PHSOB 4,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=4561&clubId=32995,4561,32995,Forfeited. Winner: SINOVILLE 4,SINOVILLE 4: 0/0(0.0),https://cricclubs.com/TitansCricket/viewScorecard.do?matchId=7080&clubId=32995,0,SINOVILLE 4,0/0(0.0),,,2024 Titans Second League
82,790,32995,League,03/16/2025,CENTURION KAVALIERS 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=4560&clubId=32995,4560,32995,IRENE VILLAGERS 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=4554&clubId=32995,4554,32995,Abandoned. Winner: IRENE VILLAGERS 3,CENTURION KAVALIERS 3: 0/0(0.0),https://cricclubs.com/TitansCricket/viewScorecard.do?matchId=7094&clubId=32995,4,CENTURION KAVALIERS 3,0/0(0.0),,,2024 Titans Second League
81,790,32995,League,03/15/2025,SINOVILLE 4,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=4557&clubId=32995,4557,32995,CBCOB 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=4552&clubId=32995,4552,32995,SINOVILLE 4 won by 68 Runs,SINOVILLE 4: 218/9(45.0) CBCOB 3: 150/10(37.4),https://cricclubs.com/TitansCricket/viewScorecard.do?matchId=7037&clubId=32995,0,SINOVILLE 4,218/9(45.0),CBCOB 3,150/10(37.4),2024 Titans Second League
80,790,32995,League,03/15/2025,IRENE VILLAGERS 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=4554&clubId=32995,4554,32995,PHSOB 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=4555&clubId=32995,4555,32995,PHSOB 3 won by 3 Wickets,IRENE VILLAGERS 3: 166/10(42.1) PHSOB 3: 167/7(23.3),https://cricclubs.com/TitansCricket/viewScorecard.do?matchId=7032&clubId=32995,4,IRENE VILLAGERS 3,166/10(42.1),PHSOB 3,167/7(23.3),2024 Titans Second League
79,790,32995,League,03/15/2025,HARLEQUINS 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=4553&clubId=32995,4553,32995,TUKS 5,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=4558&clubId=32995,4558,32995,HARLEQUINS 3 won by 15 Runs,HARLEQUINS 3: 163/10(35.4) TUKS 5: 148/10(36.4),https://cricclubs.com/TitansCricket/viewScorecard.do?matchId=7031&clubId=32995,0,HARLEQUINS 3,163/10(35.4),TUKS 5,148/10(36.4),2024 Titans Second League
78,790,32995,League,03/15/2025,TUT 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=4559&clubId=32995,4559,32995,CENTURION KAVALIERS 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=4560&clubId=32995,4560,32995,Abandoned. Winner: TUT 3,TUT 3: 0/0(0.0),https://cricclubs.com/TitansCricket/viewScorecard.do?matchId=7029&clubId=32995,0,TUT 3,0/0(0.0),,,2024 Titans Second League
77,790,32995,League,03/15/2025,PHSOB 4,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=4561&clubId=32995,4561,32995,SINOVILLE 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=4556&clubId=32995,4556,32995,Forfeited. Winner: SINOVILLE 3,PHSOB 4: 0/0(0.0),https://cricclubs.com/TitansCricket/viewScorecard.do?matchId=6992&clubId=32995,4,PHSOB 4,0/0(0.0),,,2024 Titans Second League
76,790,32995,League,03/08/2025,TUT 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=4559&clubId=32995,4559,32995,PHSOB 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=4555&clubId=32995,4555,32995,PHSOB 3 won by 8 Wickets,TUT 3: 203/9(45.0) PHSOB 3: 208/2(25.0),https://cricclubs.com/TitansCricket/viewScorecard.do?matchId=7005&clubId=32995,4,TUT 3,203/9(45.0),PHSOB 3,208/2(25.0),2024 Titans Second League
75,790,32995,League,03/08/2025,IRENE VILLAGERS 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=4554&clubId=32995,4554,32995,HARLEQUINS 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=4553&clubId=32995,4553,32995,IRENE VILLAGERS 3 won by 21 Runs,IRENE VILLAGERS 3: 259/5(45.0) HARLEQUINS 3: 238/9(45.0),https://cricclubs.com/TitansCricket/viewScorecard.do?matchId=6965&clubId=32995,0,IRENE VILLAGERS 3,259/5(45.0),HARLEQUINS 3,238/9(45.0),2024 Titans Second League
74,790,32995,League,03/08/2025,SINOVILLE 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=4556&clubId=32995,4556,32995,TUKS 5,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=4558&clubId=32995,4558,32995,SINOVILLE 3 won by 55 Runs,SINOVILLE 3: 252/10(45.0) TUKS 5: 197/10(37.4),https://cricclubs.com/TitansCricket/viewScorecard.do?matchId=6962&clubId=32995,0,SINOVILLE 3,252/10(45.0),TUKS 5,197/10(37.4),2024 Titans Second League
73,790,32995,League,03/08/2025,SINOVILLE 4,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=4557&clubId=32995,4557,32995,PHSOB 4,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=4561&clubId=32995,4561,32995,Forfeited. Winner: SINOVILLE 4,SINOVILLE 4: 0/0(0.0),https://cricclubs.com/TitansCricket/viewScorecard.do?matchId=6960&clubId=32995,0,SINOVILLE 4,0/0(0.0),,,2024 Titans Second League
72,790,32995,League,03/01/2025,PHSOB 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=4555&clubId=32995,4555,32995,CBCOB 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=4552&clubId=32995,4552,32995,Abandoned.,PHSOB 3: 0/0(0.0),https://cricclubs.com/TitansCricket/viewScorecard.do?matchId=7006&clubId=32995,2,PHSOB 3,0/0(0.0),,,2024 Titans Second League
71,790,32995,League,03/01/2025,CENTURION KAVALIERS 3,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=4560&clubId=32995,4560,32995,PHSOB 4,https://cricclubs.com/TitansCricket/viewTeam.do?teamId=4561&clubId=32995,4561,32995,Forfeited. Winner: CENTURION KAVALIERS 3,CENTURION KAVALIERS 3: 0/0(0.0),https://cricclubs.com/TitansCricket/viewScorecard.do?matchId=6998&clubId=32995,0,CENTURION KAVALIERS 3,0/0(0.0),,,2024 Titans Second League
