MATCH_ID,LEAGUE_NAME,LEAGUE_YEAR,CLUB_ID,MATCH_DATE,MATCH_DATE_KEY,TEAM_ONE_ID,TEAM_TWO_ID,INNINGS,INNINGS_TEAM,PLAYER,PLAYER_ID,OVERS,MAIDENS,DOT_BALLS,RUNS,WICKETS,ECONOMY,EXTRAS_TEXT
8553,2025/2026 TITANS SECOND LEAGUE,2025,32995,28/02/2026,20260228,5430,5425,2,CBCOB 3,Tiaan Engelbrecht,2936837,4.0,0,11,20,1,5.00,(1 w)
8553,2025/2026 TITANS SECOND LEAGUE,2025,32995,28/02/2026,20260228,5430,5425,2,CBCOB 3,Christian Strydom,2936847,4.0,1,18,11,3,2.75,
