SNO,LEAGUE_ID,CLUB_ID,PLAYER,PLAYER_ID,TEAM_IMG,BLANK,TEAM,TEAM_ID,MAT,INS,OVERS,RUNS,WKTS,BBF,MDNS,DOTS,ECON,AVE,SR,HATTRICK,4W,5W,WIDES,NB,League Name
29,576,32995,Regan Pruss,3713341,PHSOB 3,,PHSOB 3,3300,7,6,32.0,175,6,15/ 2,3,132,5.47,29.17,32.0,0,0,0,13,2,2023 Titans Second League
,576,32995,PHSOB 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
30,576,32995,Ruan Brenner,3180560,PHSOB 3,,PHSOB 3,3300,4,3,18.2,101,6,10/ 2,2,79,5.51,16.83,18.3,0,0,0,22,0,2023 Titans Second League
,576,32995,PHSOB 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
31,576,32995,Elandré van den Berg,3713456,TUKS 5,,TUKS 5,3304,11,9,24.2,150,6,23/ 2,2,88,6.16,25.00,24.3,0,0,0,15,1,2023 Titans Second League
,576,32995,TUKS 5,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
32,576,32995,Danie Kruger,3745390,SINOVILLE 4,,SINOVILLE 4,3303,2,2,11.0,77,6,41/ 6,1,33,7.00,12.83,11.0,0,0,1,11,0,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
33,576,32995,Micheal TUT3,3772114,TUT 3,,TUT 3,3305,5,4,15.0,107,6,51/ 4,0,45,7.13,17.83,15.0,0,1,0,6,0,2023 Titans Second League
,576,32995,TUT 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
34,576,32995,Johanco Faihst,3255252,TUKS 5,,TUKS 5,3304,5,3,16.4,56,5,14/ 2,2,67,3.36,11.20,20.0,0,0,0,0,0,2023 Titans Second League
,576,32995,TUKS 5,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
35,576,32995,Matthew Collins,3729933,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,3299,8,7,57.0,220,5,33/ 3,4,249,3.86,44.00,68.4,0,0,0,10,0,2023 Titans Second League
,576,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
36,576,32995,Dylan Kotze,2987579,CBCOB 3,,CBCOB 3,3298,5,3,24.0,104,5,21/ 2,0,85,4.33,20.80,28.8,0,0,0,1,0,2023 Titans Second League
,576,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
37,576,32995,Hendre Du toit,2987477,SINOVILLE 3,,SINOVILLE 3,3302,2,2,17.0,80,5,34/ 3,0,66,4.71,16.00,20.4,0,0,0,2,0,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
38,576,32995,Pieter Pretorius,4116054,HARLEQUINS 3,,HARLEQUINS 3,3306,3,3,24.0,119,5,40/ 3,3,89,4.96,23.80,28.8,0,0,0,18,0,2023 Titans Second League
,576,32995,HARLEQUINS 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
39,576,32995,Ruben van Vuuren,3713452,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,3299,3,3,16.0,84,5,39/ 3,1,69,5.25,16.80,19.2,0,0,0,17,0,2023 Titans Second League
,576,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
40,576,32995,Justin Van Bassen,2936896,PHSOB 3,,PHSOB 3,3300,9,3,12.0,64,5,38/ 5,1,44,5.33,12.80,14.4,0,0,1,0,1,2023 Titans Second League
,576,32995,PHSOB 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
41,576,32995,Tyler Lockhart,4185928,PHSOB 3,,PHSOB 3,3300,2,1,9.0,50,5,50/ 5,0,37,5.56,10.00,10.8,0,0,1,3,0,2023 Titans Second League
,576,32995,PHSOB 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
42,576,32995,Devon Almeida,3242449,CBCOB 3,,CBCOB 3,3298,2,2,10.0,58,5,44/ 3,0,36,5.80,11.60,12.0,0,0,0,13,3,2023 Titans Second League
,576,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
43,576,32995,Heinrich Hamman,2987472,SINOVILLE 4,,SINOVILLE 4,3303,2,2,12.1,72,5,30/ 3,1,36,5.92,14.40,14.6,0,0,0,1,0,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
44,576,32995,Mohapi Molete,2985827,IRENE VILLAGERS 4,,IRENE VILLAGERS 4,3307,5,4,24.0,153,5,37/ 2,0,76,6.38,30.60,28.8,0,0,0,6,0,2023 Titans Second League
,576,32995,IRENE VILLAGERS 4,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
45,576,32995,Ivan Havenga,3729571,CBCOB 3,,CBCOB 3,3298,5,5,21.3,147,5,30/ 2,2,85,6.84,29.40,25.8,0,0,0,15,2,2023 Titans Second League
,576,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
46,576,32995,Amohelang Sebati,3795244,IRENE VILLAGERS 4,,IRENE VILLAGERS 4,3307,7,7,23.0,171,5,5/ 1,0,73,7.43,34.20,27.6,0,0,0,17,4,2023 Titans Second League
,576,32995,IRENE VILLAGERS 4,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
47,576,32995,Elro Van der Heever,3745425,IRENE VILLAGERS 4,,IRENE VILLAGERS 4,3307,7,7,24.1,189,5,3/ 2,1,72,7.82,37.80,29.0,0,0,0,12,1,2023 Titans Second League
,576,32995,IRENE VILLAGERS 4,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
48,576,32995,Francois Viljoen,3912802,CBCOB 3,,CBCOB 3,3298,4,3,26.0,103,4,20/ 4,0,101,3.96,25.75,39.0,0,1,0,13,0,2023 Titans Second League
,576,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
49,576,32995,Mark Bekker,3146406,TUT 3,,TUT 3,3305,7,7,43.2,173,4,14/ 1,2,186,3.99,43.25,65.0,0,0,0,21,0,2023 Titans Second League
,576,32995,TUT 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
50,576,32995,Lafras Jenkins,4143518,PHSOB 3,,PHSOB 3,3300,3,2,17.0,76,4,42/ 3,3,72,4.47,19.00,25.5,0,0,0,8,0,2023 Titans Second League
,576,32995,PHSOB 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
51,576,32995,Aidan Van der Westhuizen,3795247,SINOVILLE 4,,SINOVILLE 4,3303,1,1,3.1,15,4,15/ 4,0,12,4.74,3.75,4.8,0,1,0,4,0,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
52,576,32995,Botha Geldenhuis,3795241,IRENE VILLAGERS 4,,IRENE VILLAGERS 4,3307,2,2,14.0,71,4,46/ 3,0,56,5.07,17.75,21.0,0,0,0,4,2,2023 Titans Second League
,576,32995,IRENE VILLAGERS 4,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
53,576,32995,Jared Fourie,3783167,IRENE VILLAGERS 4,,IRENE VILLAGERS 4,3307,4,4,26.3,135,4,4/ 2,2,89,5.09,33.75,39.8,0,0,0,10,0,2023 Titans Second League
,576,32995,IRENE VILLAGERS 4,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
54,576,32995,Caleb Eckard,3018344,CBCOB 3,,CBCOB 3,3298,1,1,9.0,48,4,48/ 4,0,34,5.33,12.00,13.5,0,1,0,3,0,2023 Titans Second League
,576,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
55,576,32995,Andre Van wyk,3266939,TUKS 5,,TUKS 5,3304,13,8,23.0,125,4,11/ 2,1,80,5.43,31.25,34.5,0,0,0,19,0,2023 Titans Second League
,576,32995,TUKS 5,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
56,576,32995,Tiaan Lotter,2934784,SINOVILLE 3,,SINOVILLE 3,3302,5,5,30.0,164,4,25/ 3,2,95,5.47,41.00,45.0,0,0,0,2,1,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
57,576,32995,Nico de Bruyn,3180581,TUKS 5,,TUKS 5,3304,12,10,42.0,239,4,17/ 1,1,128,5.69,59.75,63.0,0,0,0,9,0,2023 Titans Second League
,576,32995,TUKS 5,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
58,576,32995,Riaan Scheepers,3713347,TUT 3,,TUT 3,3305,5,4,14.0,81,4,7/ 1,1,52,5.79,20.25,21.0,0,0,0,19,0,2023 Titans Second League
,576,32995,TUT 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
59,576,32995,Ian Dorfling,3795252,SINOVILLE 4,,SINOVILLE 4,3303,5,4,13.0,77,4,34/ 3,0,27,5.92,19.25,19.5,0,0,0,3,0,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
60,576,32995,Keaton Steenkamp,2944947,SINOVILLE 3,,SINOVILLE 3,3302,5,5,23.0,137,4,25/ 2,1,62,5.96,34.25,34.5,0,0,0,10,0,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
61,576,32995,Riccardo Oosthuizen,2936842,TUKS 5,,TUKS 5,3304,7,6,29.0,185,4,44/ 2,1,90,6.38,46.25,43.5,0,0,0,12,0,2023 Titans Second League
,576,32995,TUKS 5,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
62,576,32995,Tyler Miller,3729934,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,3299,7,5,25.3,170,4,52/ 2,0,81,6.67,42.50,38.2,0,0,0,19,3,2023 Titans Second League
,576,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
63,576,32995,Dillan Chatham,3928461,CBCOB 3,,CBCOB 3,3298,2,2,11.0,74,4,40/ 3,0,21,6.73,18.50,16.5,0,0,0,2,0,2023 Titans Second League
,576,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
64,576,32995,Adriaan Venter,3673677,CBCOB 3,,CBCOB 3,3298,2,1,7.3,52,4,52/ 4,0,26,6.93,13.00,11.2,0,1,0,8,0,2023 Titans Second League
,576,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
65,576,32995,Tiaan Borman,3772082,SINOVILLE 3,,SINOVILLE 3,3302,2,2,7.0,51,4,25/ 3,0,11,7.29,12.75,10.5,0,0,0,7,0,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
66,576,32995,Hendré van Niekerk,3713455,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,3299,6,3,8.3,76,4,37/ 2,0,24,8.94,19.00,12.8,0,0,0,20,1,2023 Titans Second League
,576,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
67,576,32995,Josh Botes,3795663,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,3299,1,1,3.0,7,3,7/ 3,1,12,2.33,2.33,6.0,0,0,0,0,0,2023 Titans Second League
,576,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
68,576,32995,Ruan Breytenbach,2936745,SINOVILLE 3,,SINOVILLE 3,3302,1,1,5.0,14,3,14/ 3,1,0,2.80,4.67,10.0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
69,576,32995,Gerhard Scheepers,3927337,IRENE VILLAGERS 4,,IRENE VILLAGERS 4,3307,1,1,3.0,9,3,9/ 3,0,12,3.00,3.00,6.0,0,0,0,1,0,2023 Titans Second League
,576,32995,IRENE VILLAGERS 4,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
70,576,32995,Richard Williams,3729932,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,3299,1,1,9.0,32,3,32/ 3,3,42,3.56,10.67,18.0,0,0,0,6,0,2023 Titans Second League
,576,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
71,576,32995,Gunter Geyser,3771717,IRENE VILLAGERS 4,,IRENE VILLAGERS 4,3307,2,2,9.2,34,3,7/ 2,2,39,3.64,11.33,18.7,0,0,0,1,0,2023 Titans Second League
,576,32995,IRENE VILLAGERS 4,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
72,576,32995,Etienne Tait,3745434,HARLEQUINS 3,,HARLEQUINS 3,3306,1,1,8.0,30,3,30/ 3,1,32,3.75,10.00,16.0,0,0,0,1,0,2023 Titans Second League
,576,32995,HARLEQUINS 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
73,576,32995,Juan Van Der Westhuizen,3771719,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,3299,1,1,8.0,31,3,31/ 3,0,37,3.88,10.33,16.0,0,0,0,9,0,2023 Titans Second League
,576,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
74,576,32995,Neyko Stiglingh,4116051,HARLEQUINS 3,,HARLEQUINS 3,3306,1,1,8.0,31,3,31/ 3,0,33,3.88,10.33,16.0,0,0,0,5,0,2023 Titans Second League
,576,32995,HARLEQUINS 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
75,576,32995,Oliver Beauclerk,2934812,HARLEQUINS 3,,HARLEQUINS 3,3306,1,1,7.0,28,3,28/ 3,0,32,4.00,9.33,14.0,0,0,0,5,0,2023 Titans Second League
,576,32995,HARLEQUINS 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
76,576,32995,Paul Gouws,3056110,CBCOB 3,,CBCOB 3,3298,3,2,12.0,53,3,38/ 2,0,52,4.42,17.67,24.0,0,0,0,13,0,2023 Titans Second League
,576,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
77,576,32995,Wessel Marais,3713343,TUT 3,,TUT 3,3305,2,2,9.0,40,3,30/ 2,2,44,4.44,13.33,18.0,0,0,0,7,0,2023 Titans Second League
,576,32995,TUT 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
78,576,32995,Seun Bornman,3759631,SINOVILLE 3,,SINOVILLE 3,3302,1,1,9.0,40,3,40/ 3,0,31,4.44,13.33,18.0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
79,576,32995,James Twycross,2936917,PHSOB 3,,PHSOB 3,3300,2,2,12.0,56,3,47/ 2,0,37,4.67,18.67,24.0,0,0,0,0,0,2023 Titans Second League
,576,32995,PHSOB 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
80,576,32995,Dirkie Kruger,3713346,TUT 3,,TUT 3,3305,2,1,4.0,19,3,19/ 3,0,15,4.75,6.33,8.0,0,0,0,4,0,2023 Titans Second League
,576,32995,TUT 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
81,576,32995,Renier Bornman,3759634,SINOVILLE 3,,SINOVILLE 3,3302,1,1,9.0,43,3,43/ 3,0,31,4.78,14.33,18.0,0,0,0,3,0,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
82,576,32995,Johan Broekman,3069548,CBCOB 3,,CBCOB 3,3298,3,3,12.0,60,3,19/ 2,2,50,5.00,20.00,24.0,0,0,0,13,0,2023 Titans Second League
,576,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
83,576,32995,Erik Van Deventer,3033825,TUT 3,,TUT 3,3305,2,2,14.1,71,3,36/ 3,0,39,5.01,23.67,28.3,0,0,0,1,0,2023 Titans Second League
,576,32995,TUT 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
84,576,32995,Tristan De Klerk,3912805,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,3299,5,4,22.0,115,3,24/ 1,2,83,5.23,38.33,44.0,0,0,0,6,3,2023 Titans Second League
,576,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
85,576,32995,Quintin Pretorius,3745417,SINOVILLE 3,,SINOVILLE 3,3302,2,2,16.0,85,3,31/ 2,0,55,5.31,28.33,32.0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
86,576,32995,JP Roets,3195753,SINOVILLE 4,,SINOVILLE 4,3303,4,4,29.3,157,3,48/ 2,1,77,5.32,52.33,59.0,0,0,0,3,0,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
87,576,32995,Stanley Fabri,3056139,SINOVILLE 3,,SINOVILLE 3,3302,1,1,7.4,41,3,41/ 3,2,31,5.35,13.67,15.3,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
88,576,32995,Cj Jordaan,4116167,PHSOB 3,,PHSOB 3,3300,2,2,6.0,35,3,21/ 3,0,25,5.83,11.67,12.0,0,0,0,3,0,2023 Titans Second League
,576,32995,PHSOB 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
89,576,32995,Martin Childs-Hurn,2936849,TUKS 5,,TUKS 5,3304,6,5,14.0,87,3,17/ 2,1,45,6.21,29.00,28.0,0,0,0,18,0,2023 Titans Second League
,576,32995,TUKS 5,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
90,576,32995,Brad Goss,4081458,PHSOB 3,,PHSOB 3,3300,5,5,22.0,142,3,23/ 1,1,87,6.45,47.33,44.0,0,0,0,11,0,2023 Titans Second League
,576,32995,PHSOB 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
91,576,32995,Travis Joshua,3678955,HARLEQUINS 3,,HARLEQUINS 3,3306,4,4,9.2,61,3,7/ 2,0,32,6.54,20.33,18.7,0,0,0,7,0,2023 Titans Second League
,576,32995,HARLEQUINS 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
92,576,32995,Erick Knoesen,3912420,IRENE VILLAGERS 4,,IRENE VILLAGERS 4,3307,4,4,17.0,124,3,38/ 2,0,49,7.29,41.33,34.0,0,0,0,11,0,2023 Titans Second League
,576,32995,IRENE VILLAGERS 4,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
93,576,32995,Charl Foxcroft,2097177,TUT 3,,TUT 3,3305,6,3,11.0,83,3,33/ 3,0,33,7.55,27.67,22.0,0,0,0,10,2,2023 Titans Second League
,576,32995,TUT 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
94,576,32995,Jaco Joubert,4100290,IRENE VILLAGERS 4,,IRENE VILLAGERS 4,3307,2,2,7.0,53,3,31/ 3,0,26,7.57,17.67,14.0,0,0,0,13,0,2023 Titans Second League
,576,32995,IRENE VILLAGERS 4,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
95,576,32995,Bennie Viljoen,3745424,IRENE VILLAGERS 4,,IRENE VILLAGERS 4,3307,3,3,12.4,105,3,26/ 1,0,45,8.29,35.00,25.3,0,0,0,24,1,2023 Titans Second League
,576,32995,IRENE VILLAGERS 4,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
96,576,32995,Pieter Roos,2939189,HARLEQUINS 3,,HARLEQUINS 3,3306,5,4,9.5,112,3,7/ 2,0,23,11.39,37.33,19.7,0,0,0,2,1,2023 Titans Second League
,576,32995,HARLEQUINS 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
97,576,32995,Michael Stoop,2936908,PHSOB 3,,PHSOB 3,3300,2,1,1.2,2,2,2/ 2,0,6,1.50,1.00,4.0,0,0,0,0,0,2023 Titans Second League
,576,32995,PHSOB 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
98,576,32995,Wessel Herbst,3783166,CBCOB 3,,CBCOB 3,3298,1,1,9.0,20,2,20/ 2,3,45,2.22,10.00,27.0,0,0,0,4,1,2023 Titans Second League
,576,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
99,576,32995,Wian van Deventer,3257325,SINOVILLE 3,,SINOVILLE 3,3302,1,1,6.0,14,2,14/ 2,1,30,2.33,7.00,18.0,0,0,0,1,1,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
100,576,32995,Jared Fourie,3795661,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,3299,1,1,1.4,5,2,5/ 2,0,9,3.00,2.50,5.0,0,0,0,1,0,2023 Titans Second League
,576,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
101,576,32995,Louan Nel,3163477,HARLEQUINS 3,,HARLEQUINS 3,3306,2,1,9.0,34,2,34/ 2,1,34,3.78,17.00,27.0,0,0,0,1,0,2023 Titans Second League
,576,32995,HARLEQUINS 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
102,576,32995,Hein Loggenberg,2929078,SINOVILLE 4,,SINOVILLE 4,3303,1,1,7.0,28,2,28/ 2,1,27,4.00,14.00,21.0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
103,576,32995,Piet Botha,4198490,SINOVILLE 4,,SINOVILLE 4,3303,1,1,9.0,37,2,37/ 2,0,35,4.11,18.50,27.0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
104,576,32995,Louis van Zyl,3003071,CBCOB 3,,CBCOB 3,3298,3,2,12.3,53,2,8/ 1,1,49,4.24,26.50,37.5,0,0,0,2,0,2023 Titans Second League
,576,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
105,576,32995,Ruben Potgieter,3729568,CBCOB 3,,CBCOB 3,3298,2,2,4.0,17,2,12/ 2,0,15,4.25,8.50,12.0,0,0,0,4,0,2023 Titans Second League
,576,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
106,576,32995,Lehlohonolo Moshoati,3266899,TUKS 5,,TUKS 5,3304,2,2,5.5,25,2,13/ 2,0,25,4.29,12.50,17.5,0,0,0,3,0,2023 Titans Second League
,576,32995,TUKS 5,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
107,576,32995,Ruben Munnik,3795660,SINOVILLE 3,,SINOVILLE 3,3302,1,1,5.0,22,2,22/ 2,0,17,4.40,11.00,15.0,0,0,0,2,1,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
108,576,32995,Keaton Steenkamp,2944947,SINOVILLE 4,,SINOVILLE 4,3303,1,1,4.0,18,2,18/ 2,0,19,4.50,9.00,12.0,0,0,0,4,1,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
109,576,32995,Riaan Labuschagne,3759632,SINOVILLE 3,,SINOVILLE 3,3302,1,1,2.0,9,2,9/ 2,0,8,4.50,4.50,6.0,0,0,0,1,0,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
110,576,32995,Sibusiso Mxube,4024776,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,3299,1,1,7.0,32,2,32/ 2,0,24,4.57,16.00,21.0,0,0,0,4,1,2023 Titans Second League
,576,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
111,576,32995,Stefan Strydom,2985833,IRENE VILLAGERS 4,,IRENE VILLAGERS 4,3307,6,1,4.0,19,2,19/ 2,1,14,4.75,9.50,12.0,0,0,0,2,0,2023 Titans Second League
,576,32995,IRENE VILLAGERS 4,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
112,576,32995,Niel Alberts,3745436,HARLEQUINS 3,,HARLEQUINS 3,3306,1,1,4.0,19,2,19/ 2,1,15,4.75,9.50,12.0,0,0,0,1,0,2023 Titans Second League
,576,32995,HARLEQUINS 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
113,576,32995,Andre Duvenhage,4116055,HARLEQUINS 3,,HARLEQUINS 3,3306,1,1,6.0,30,2,30/ 2,1,23,5.00,15.00,18.0,0,0,0,1,0,2023 Titans Second League
,576,32995,HARLEQUINS 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
114,576,32995,Jason Weiss,4198489,SINOVILLE 4,,SINOVILLE 4,3303,1,1,9.0,47,2,47/ 2,0,28,5.22,23.50,27.0,0,0,0,1,0,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
115,576,32995,Ruan Ebersohn,4024777,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,3299,2,2,12.0,63,2,38/ 2,0,45,5.25,31.50,36.0,0,0,0,7,0,2023 Titans Second League
,576,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
116,576,32995,Andre Schoombee,3772961,SINOVILLE 3,,SINOVILLE 3,3302,2,2,9.0,48,2,37/ 2,0,35,5.33,24.00,27.0,0,0,0,3,0,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
117,576,32995,Divan Behrens,3257324,SINOVILLE 3,,SINOVILLE 3,3302,1,1,8.0,44,2,44/ 2,0,35,5.50,22.00,24.0,0,0,0,11,1,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
118,576,32995,Niel Britz,3745418,SINOVILLE 3,,SINOVILLE 3,3302,1,1,8.0,44,2,44/ 2,0,30,5.50,22.00,24.0,0,0,0,10,0,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
119,576,32995,Logan Claasen,3795243,IRENE VILLAGERS 4,,IRENE VILLAGERS 4,3307,1,1,5.3,31,2,31/ 2,0,15,5.64,15.50,16.5,0,0,0,0,1,2023 Titans Second League
,576,32995,IRENE VILLAGERS 4,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
120,576,32995,Jaden Beukes,3783165,CBCOB 3,,CBCOB 3,3298,3,3,11.4,69,2,5/ 1,0,31,5.91,34.50,35.0,0,0,0,6,0,2023 Titans Second League
,576,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
121,576,32995,Reinhardt Hamman,3745388,SINOVILLE 4,,SINOVILLE 4,3303,3,3,14.0,87,2,42/ 2,0,47,6.21,43.50,42.0,0,0,0,1,5,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
122,576,32995,Stefan Olivier,3729935,TUT 3,,TUT 3,3305,2,1,6.0,41,2,41/ 2,0,21,6.83,20.50,18.0,0,0,0,6,0,2023 Titans Second League
,576,32995,TUT 3,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
123,576,32995,Hendrik Hitge,4198492,SINOVILLE 4,,SINOVILLE 4,3303,1,1,6.0,42,2,42/ 2,0,21,7.00,21.00,18.0,0,0,0,3,0,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,,2023 Titans Second League
