MATCH_ID,LEAGUE_ID,LEAGUE_NAME,LEAGUE_YEAR,CLUB_ID,MATCH_TYPE,MATCH_DATE,MATCH_DATE_KEY,RESULT,INNINGS,BATTING_TEAM_ID,BOWLING_TEAM_ID,BATTING_TEAM_NAME,BOWLING_TEAM_NAME,TOTAL_RUNS,TOTAL_BALLS,BYES,LEG_BYES,WICKETS,WIDES,NO_BALLS,PENALTY
675,18,Titans Second League,unknown,32995,League,22/10/2021,20211022,PHSOB 3 won by 1 Wicket,1,1200,1193,SINOVILLE 4,PHSOB 3,125,156,0,0,10,0,0,0
675,18,Titans Second League,unknown,32995,League,22/10/2021,20211022,PHSOB 3 won by 1 Wicket,2,1193,1200,PHSOB 3,SINOVILLE 4,126,150,0,0,9,0,0,0
