SNO,LEAGUE_ID,CLUB_ID,PLAYER,PLAYER_ID,TEAM_IMG,BLANK,TEAM,TEAM_ID,CATCHES,WK_CATCHES,DIRECT_RO,INDIRECT_RO,STUMPINGS,TOTAL,League Name
,18,32995,TUKS 5,,,,,,,,,,,,Titans Second League
20,18,32995,Riccardo Oosthuizen,2936842,TUKS 5,,TUKS 5,1860,3,0,0,0,0,3,Titans Second League
,18,32995,TUKS 5,,,,,,,,,,,,Titans Second League
21,18,32995,Justin Van Bassen,2936896,PHSOB 3,,PHSOB 3,1193,0,3,0,0,0,3,Titans Second League
,18,32995,PHSOB 3,,,,,,,,,,,,Titans Second League
22,18,32995,Christo Swanepoel,2936900,PHSOB 3,,PHSOB 3,1193,3,0,0,0,0,3,Titans Second League
,18,32995,PHSOB 3,,,,,,,,,,,,Titans Second League
23,18,32995,Tyron Denton,2936916,PHSOB 3,,PHSOB 3,1193,3,0,0,0,0,3,Titans Second League
,18,32995,PHSOB 3,,,,,,,,,,,,Titans Second League
24,18,32995,Ryno Joubert,2985794,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,1195,0,3,0,0,0,3,Titans Second League
,18,32995,IRENE VILLAGERS 3,,,,,,,,,,,,Titans Second League
25,18,32995,Donovan Steinberg,2985796,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,1195,3,0,0,0,0,3,Titans Second League
,18,32995,IRENE VILLAGERS 3,,,,,,,,,,,,Titans Second League
26,18,32995,Jean Coetser,3018231,TUT 3,,TUT 3,1197,3,0,0,0,0,3,Titans Second League
,18,32995,TUT 3,,,,,,,,,,,,Titans Second League
27,18,32995,Jacques Erasmus,3056082,SINOVILLE 4,,SINOVILLE 4,1200,3,0,0,0,0,3,Titans Second League
,18,32995,SINOVILLE 4,,,,,,,,,,,,Titans Second League
28,18,32995,Charl Foxcroft,2097177,TUT 3,,TUT 3,1197,2,0,1,0,0,3,Titans Second League
,18,32995,TUT 3,,,,,,,,,,,,Titans Second League
29,18,32995,Stephan Van Der Berg,2987583,CBCOB 3,,CBCOB 3,1196,0,2,0,1,0,3,Titans Second League
,18,32995,CBCOB 3,,,,,,,,,,,,Titans Second League
30,18,32995,Shaun Muirhead,2889022,CBCOB 3,,CBCOB 3,1196,2,0,0,0,0,2,Titans Second League
,18,32995,CBCOB 3,,,,,,,,,,,,Titans Second League
31,18,32995,Hancko Vosser,2936836,TUKS 5,,TUKS 5,1860,0,2,0,0,0,2,Titans Second League
,18,32995,TUKS 5,,,,,,,,,,,,Titans Second League
32,18,32995,Jan Jones,2936838,TUKS 5,,TUKS 5,1860,2,0,0,0,0,2,Titans Second League
,18,32995,TUKS 5,,,,,,,,,,,,Titans Second League
33,18,32995,Frits Snyman,2936846,TUKS 5,,TUKS 5,1860,2,0,0,0,0,2,Titans Second League
,18,32995,TUKS 5,,,,,,,,,,,,Titans Second League
34,18,32995,Eben Botha,2936848,TUKS 5,,TUKS 5,1860,2,0,0,0,0,2,Titans Second League
,18,32995,TUKS 5,,,,,,,,,,,,Titans Second League
35,18,32995,Emil Rolfes,2936903,PHSOB 3,,PHSOB 3,1193,2,0,0,0,0,2,Titans Second League
,18,32995,PHSOB 3,,,,,,,,,,,,Titans Second League
36,18,32995,Ryan Rossouw,2936911,PHSOB 3,,PHSOB 3,1193,0,2,0,0,0,2,Titans Second League
,18,32995,PHSOB 3,,,,,,,,,,,,Titans Second League
37,18,32995,Adriaan Ferreira,2936919,PHSOB 3,,PHSOB 3,1193,2,0,0,0,0,2,Titans Second League
,18,32995,PHSOB 3,,,,,,,,,,,,Titans Second League
38,18,32995,Andre Meintjes IV,2985799,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,1195,2,0,0,0,0,2,Titans Second League
,18,32995,IRENE VILLAGERS 3,,,,,,,,,,,,Titans Second League
39,18,32995,Johan Pansegrouw,2985803,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,1195,2,0,0,0,0,2,Titans Second League
,18,32995,IRENE VILLAGERS 3,,,,,,,,,,,,Titans Second League
40,18,32995,Juan Van den berg,2987480,SINOVILLE 4,,SINOVILLE 4,1200,2,0,0,0,0,2,Titans Second League
,18,32995,SINOVILLE 4,,,,,,,,,,,,Titans Second League
41,18,32995,Kofi Essel-mensah,2987529,TUKS 6,,TUKS 6,1861,2,0,0,0,0,2,Titans Second League
,18,32995,TUKS 6,,,,,,,,,,,,Titans Second League
42,18,32995,Jacques Nel,2987580,CBCOB 3,,CBCOB 3,1196,2,0,0,0,0,2,Titans Second League
,18,32995,CBCOB 3,,,,,,,,,,,,Titans Second League
43,18,32995,Craig Swanepoel,3018225,TUT 3,,TUT 3,1197,2,0,0,0,0,2,Titans Second League
,18,32995,TUT 3,,,,,,,,,,,,Titans Second League
44,18,32995,Barend Huyzer,3018233,TUT 3,,TUT 3,1197,1,1,0,0,0,2,Titans Second League
,18,32995,TUT 3,,,,,,,,,,,,Titans Second League
45,18,32995,Wayne Scott,3056109,CBCOB 3,,CBCOB 3,1196,2,0,0,0,0,2,Titans Second League
,18,32995,CBCOB 3,,,,,,,,,,,,Titans Second League
46,18,32995,Paul Gouws,3056110,CBCOB 3,,CBCOB 3,1196,2,0,0,0,0,2,Titans Second League
,18,32995,CBCOB 3,,,,,,,,,,,,Titans Second League
47,18,32995,Louniel Prins,3056137,SINOVILLE 4,,SINOVILLE 4,1200,0,2,0,0,0,2,Titans Second League
,18,32995,SINOVILLE 4,,,,,,,,,,,,Titans Second League
48,18,32995,Duan St Arnaud,3145215,PHSOB 3,,PHSOB 3,1193,2,0,0,0,0,2,Titans Second League
,18,32995,PHSOB 3,,,,,,,,,,,,Titans Second League
49,18,32995,Berno Klopper,3180553,SINOVILLE 3,,SINOVILLE 3,1194,2,0,0,0,0,2,Titans Second League
,18,32995,SINOVILLE 3,,,,,,,,,,,,Titans Second League
50,18,32995,Berno Klopper,3180553,SINOVILLE 4,,SINOVILLE 4,1200,2,0,0,0,0,2,Titans Second League
,18,32995,SINOVILLE 4,,,,,,,,,,,,Titans Second League
51,18,32995,Jean Caudron,3180555,SINOVILLE 4,,SINOVILLE 4,1200,2,0,0,0,0,2,Titans Second League
,18,32995,SINOVILLE 4,,,,,,,,,,,,Titans Second League
52,18,32995,JJ Du Toit,3226765,SINOVILLE 4,,SINOVILLE 4,1200,2,0,0,0,0,2,Titans Second League
,18,32995,SINOVILLE 4,,,,,,,,,,,,Titans Second League
53,18,32995,Xander Venter,3229695,SINOVILLE 3,,SINOVILLE 3,1194,2,0,0,0,0,2,Titans Second League
,18,32995,SINOVILLE 3,,,,,,,,,,,,Titans Second League
54,18,32995,Playa2 Cbc,3255331,CBCOB 3,,CBCOB 3,1196,2,0,0,0,0,2,Titans Second League
,18,32995,CBCOB 3,,,,,,,,,,,,Titans Second League
55,18,32995,Adriaan Venter,3673677,CBCOB 3,,CBCOB 3,1196,2,0,0,0,0,2,Titans Second League
,18,32995,CBCOB 3,,,,,,,,,,,,Titans Second League
56,18,32995,Tiaan Lotter,2934784,SINOVILLE 4,,SINOVILLE 4,1200,1,0,0,1,0,2,Titans Second League
,18,32995,SINOVILLE 4,,,,,,,,,,,,Titans Second League
57,18,32995,Marius Bornman,2936833,TUKS 5,,TUKS 5,1860,1,0,1,0,0,2,Titans Second League
,18,32995,TUKS 5,,,,,,,,,,,,Titans Second League
58,18,32995,Nico Kruger,2936834,TUKS 5,,TUKS 5,1860,1,0,1,0,0,2,Titans Second League
,18,32995,TUKS 5,,,,,,,,,,,,Titans Second League
59,18,32995,Steven Meyburgh,2937220,PHSOB 3,,PHSOB 3,1193,1,0,1,0,0,2,Titans Second League
,18,32995,PHSOB 3,,,,,,,,,,,,Titans Second League
60,18,32995,Reynier Swart,2985798,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,1195,1,0,0,0,1,2,Titans Second League
,18,32995,IRENE VILLAGERS 3,,,,,,,,,,,,Titans Second League
61,18,32995,Bradley Wright,2985802,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,1195,0,1,0,0,1,2,Titans Second League
,18,32995,IRENE VILLAGERS 3,,,,,,,,,,,,Titans Second League
62,18,32995,Anton Stassen,3069496,SINOVILLE 4,,SINOVILLE 4,1200,1,0,0,1,0,2,Titans Second League
,18,32995,SINOVILLE 4,,,,,,,,,,,,Titans Second League
