SNO,LEAGUE_ID,CLUB_ID,PLAYER,PLAYER_ID,TEAM_IMG,BLANK,MAT,TEAM,TEAM_ID,INS,OVERS,RUNS,WKTS,BBF,MDNS,DOTS,ECON,AVE,SR,HATTRICK,4W,5W,WIDES,NB,League Name
,18,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
101,18,32995,Michael Stoop,2936908,PHSOB 3,,PHSOB 3,3,,1,2.0,10,1,10/ 1,0,5,5.00,10.00,12.0,0,0,0,2,0,Titans Second League
,18,32995,PHSOB 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
102,18,32995,Ruan Brenner,3180560,PHSOB 3,,PHSOB 3,1,,1,4.0,20,1,20/ 1,0,10,5.00,20.00,24.0,0,0,0,2,1,Titans Second League
,18,32995,PHSOB 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
103,18,32995,Mosleh Uddin,3226767,SINOVILLE 4,,SINOVILLE 4,1,,1,2.0,10,1,10/ 1,0,6,5.00,10.00,12.0,0,0,0,1,0,Titans Second League
,18,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,,Titans Second League
104,18,32995,Jean Coudron,3229696,SINOVILLE 3,,SINOVILLE 3,2,,1,2.0,10,1,10/ 1,0,7,5.00,10.00,12.0,0,0,0,0,0,Titans Second League
,18,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
105,18,32995,Kashif Ghuman,2973876,POLICE 3,,POLICE 3,2,,1,4.0,21,1,21/ 1,0,16,5.25,21.00,24.0,0,0,0,0,0,Titans Second League
,18,32995,POLICE 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
106,18,32995,Joe Vickery,2936854,TUKS 6,,TUKS 6,2,,1,6.0,33,1,33/ 1,0,16,5.50,33.00,36.0,0,0,0,5,0,Titans Second League
,18,32995,TUKS 6,,,,,,,,,,,,,,,,,,,,,,Titans Second League
107,18,32995,Kutloano Maseko,2936861,TUKS 6,,TUKS 6,1,,1,4.0,22,1,22/ 1,0,17,5.50,22.00,24.0,0,0,0,4,0,Titans Second League
,18,32995,TUKS 6,,,,,,,,,,,,,,,,,,,,,,Titans Second League
108,18,32995,Braam Sinoville,3257329,SINOVILLE 3,,SINOVILLE 3,1,,1,4.0,22,1,22/ 1,0,14,5.50,22.00,24.0,0,0,0,0,0,Titans Second League
,18,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
109,18,32995,Ettienne Du Toit,3056134,SINOVILLE 4,,SINOVILLE 4,1,,1,7.0,39,1,39/ 1,0,25,5.57,39.00,42.0,0,0,0,9,0,Titans Second League
,18,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,,Titans Second League
110,18,32995,Marius Bornman,2936833,TUKS 5,,TUKS 5,9,,1,3.0,17,1,17/ 1,0,11,5.67,17.00,18.0,0,0,0,1,0,Titans Second League
,18,32995,TUKS 5,,,,,,,,,,,,,,,,,,,,,,Titans Second League
111,18,32995,Ruben Munnik,3056142,SINOVILLE 4,,SINOVILLE 4,3,,1,3.0,17,1,17/ 1,0,13,5.67,17.00,18.0,0,0,0,0,3,Titans Second League
,18,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,,Titans Second League
112,18,32995,Stephan Lotter,2990921,SINOVILLE 3,,SINOVILLE 3,1,,1,4.0,23,1,23/ 1,0,18,5.75,23.00,24.0,0,0,0,1,1,Titans Second League
,18,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
113,18,32995,Jeandre Joubert,3257328,SINOVILLE 3,,SINOVILLE 3,1,,1,4.0,23,1,23/ 1,0,12,5.75,23.00,24.0,0,0,0,0,0,Titans Second League
,18,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
114,18,32995,Stefan Schutte,2987475,SINOVILLE 4,,SINOVILLE 4,2,,1,5.0,30,1,30/ 1,0,17,6.00,30.00,30.0,0,0,0,1,0,Titans Second League
,18,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,,Titans Second League
115,18,32995,Wian Munnik,2990925,SINOVILLE 3,,SINOVILLE 3,1,,1,2.2,14,1,14/ 1,0,8,6.00,14.00,14.0,0,0,0,0,0,Titans Second League
,18,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
116,18,32995,Keaton Steenkamp,2944947,SINOVILLE 3,,SINOVILLE 3,1,,1,5.0,31,1,31/ 1,0,18,6.20,31.00,30.0,0,0,0,2,0,Titans Second League
,18,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
117,18,32995,Gerrie Viljoen,3015413,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,1,,1,5.0,31,1,31/ 1,0,19,6.20,31.00,30.0,0,0,0,5,1,Titans Second League
,18,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
118,18,32995,Bonolo Khuzwayo,3018350,TUKS 6,,TUKS 6,1,,1,7.0,44,1,44/ 1,0,26,6.29,44.00,42.0,0,0,0,5,0,Titans Second League
,18,32995,TUKS 6,,,,,,,,,,,,,,,,,,,,,,Titans Second League
119,18,32995,Varun Cherian,2987527,TUKS 6,,TUKS 6,1,,1,3.0,19,1,19/ 1,0,14,6.33,19.00,18.0,0,0,0,1,2,Titans Second League
,18,32995,TUKS 6,,,,,,,,,,,,,,,,,,,,,,Titans Second League
120,18,32995,Jason Gillard,3003090,SINOVILLE 3,,SINOVILLE 3,1,,1,3.0,19,1,19/ 1,0,11,6.33,19.00,18.0,0,0,0,3,0,Titans Second League
,18,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
121,18,32995,Wayne Steyn,3146405,TUT 3,,TUT 3,1,,1,3.0,19,1,19/ 1,0,12,6.33,19.00,18.0,0,0,0,11,0,Titans Second League
,18,32995,TUT 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
122,18,32995,Stanley Fabri,3056139,SINOVILLE 3,,SINOVILLE 3,1,,1,2.0,13,1,13/ 1,0,8,6.50,13.00,12.0,0,0,0,2,0,Titans Second League
,18,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
123,18,32995,Brendan Freiser,3069550,CBCOB 3,,CBCOB 3,2,,1,3.0,20,1,20/ 1,0,8,6.67,20.00,18.0,0,0,0,1,0,Titans Second League
,18,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
124,18,32995,Pieter Smit,3145212,CBCOB 3,,CBCOB 3,1,,1,1.3,10,1,10/ 1,0,5,6.67,10.00,9.0,0,0,0,0,0,Titans Second League
,18,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
125,18,32995,Pippie Kemm,3033949,PHSOB 3,,PHSOB 3,4,,4,17.1,115,1,32/ 1,1,66,6.70,115.00,103.0,0,0,0,15,1,Titans Second League
,18,32995,PHSOB 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
126,18,32995,David Ewen,2987528,TUKS 6,,TUKS 6,5,,2,7.0,47,1,37/ 1,0,19,6.71,47.00,42.0,0,0,0,3,0,Titans Second League
,18,32995,TUKS 6,,,,,,,,,,,,,,,,,,,,,,Titans Second League
127,18,32995,Juan Matta,3229701,SINOVILLE 3,,SINOVILLE 3,1,,1,4.0,27,1,27/ 1,1,17,6.75,27.00,24.0,0,0,0,0,0,Titans Second League
,18,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
128,18,32995,Wian van Deventer,3255254,SINOVILLE 4,,SINOVILLE 4,2,,1,4.0,28,1,28/ 1,0,12,7.00,28.00,24.0,0,0,0,5,2,Titans Second League
,18,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,,Titans Second League
129,18,32995,Muhammad Qasim Muhammad,2973875,POLICE 3,,POLICE 3,3,,3,12.0,85,1,69/ 1,1,28,7.08,85.00,72.0,0,0,0,4,1,Titans Second League
,18,32995,POLICE 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
130,18,32995,Nico Kruger,2936834,TUKS 5,,TUKS 5,3,,3,14.0,102,1,45/ 1,0,38,7.29,102.00,84.0,0,0,0,5,0,Titans Second League
,18,32995,TUKS 5,,,,,,,,,,,,,,,,,,,,,,Titans Second League
131,18,32995,Dylan Van wyk,2987473,SINOVILLE 4,,SINOVILLE 4,3,,2,6.0,44,1,28/ 1,0,16,7.33,44.00,36.0,0,0,0,5,0,Titans Second League
,18,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,,Titans Second League
132,18,32995,Wian Munnik,3198244,SINOVILLE 4,,SINOVILLE 4,2,,1,4.0,30,1,30/ 1,0,15,7.50,30.00,24.0,0,0,0,7,0,Titans Second League
,18,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,,Titans Second League
133,18,32995,Playa4 Cbc,3255333,CBCOB 3,,CBCOB 3,1,,1,2.0,15,1,15/ 1,0,6,7.50,15.00,12.0,0,0,0,8,0,Titans Second League
,18,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
134,18,32995,Kai Trimpelmann,3180552,SINOVILLE 4,,SINOVILLE 4,1,,1,2.0,16,1,16/ 1,0,7,8.00,16.00,12.0,0,0,0,1,0,Titans Second League
,18,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,,Titans Second League
135,18,32995,Muhammed Moosa,2987530,TUKS 6,,TUKS 6,4,,2,3.4,30,1,18/ 1,0,10,8.18,30.00,22.0,0,0,0,0,0,Titans Second League
,18,32995,TUKS 6,,,,,,,,,,,,,,,,,,,,,,Titans Second League
136,18,32995,Kieran Anderson,2936859,TUKS 6,,TUKS 6,6,,2,7.1,60,1,31/ 1,0,21,8.37,60.00,43.0,0,0,0,3,2,Titans Second League
,18,32995,TUKS 6,,,,,,,,,,,,,,,,,,,,,,Titans Second League
137,18,32995,Eddie Robenson,3255311,SINOVILLE 4,,SINOVILLE 4,1,,1,4.0,38,1,38/ 1,0,11,9.50,38.00,24.0,0,0,0,1,1,Titans Second League
,18,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,,Titans Second League
138,18,32995,Puseletso Mogofe,2936856,TUKS 6,,TUKS 6,4,,3,8.0,80,1,43/ 1,0,18,10.00,80.00,48.0,0,0,0,3,2,Titans Second League
,18,32995,TUKS 6,,,,,,,,,,,,,,,,,,,,,,Titans Second League
139,18,32995,Muhammad Adil Khan,2973879,POLICE 3,,POLICE 3,3,,3,16.0,165,1,67/ 1,0,31,10.31,165.00,96.0,0,0,0,1,1,Titans Second League
,18,32995,POLICE 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
140,18,32995,Byron Slaughter,3226764,SINOVILLE 4,,SINOVILLE 4,3,,2,4.0,42,1,11/ 1,0,13,10.50,42.00,24.0,0,0,0,2,1,Titans Second League
,18,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,,Titans Second League
141,18,32995,Waseem Ullah,2973878,POLICE 3,,POLICE 3,3,,3,8.0,86,1,14/ 1,0,19,10.75,86.00,48.0,0,0,0,21,1,Titans Second League
,18,32995,POLICE 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
142,18,32995,Tavish Seebran Ramthol,2936867,TUKS 6,,TUKS 6,1,,1,6.0,68,1,68/ 1,1,12,11.33,68.00,36.0,0,0,0,4,0,Titans Second League
,18,32995,TUKS 6,,,,,,,,,,,,,,,,,,,,,,Titans Second League
143,18,32995,Jan Jones,2936838,TUKS 5,,TUKS 5,4,,3,8.0,92,1,20/ 1,0,21,11.50,92.00,48.0,0,0,0,20,0,Titans Second League
,18,32995,TUKS 5,,,,,,,,,,,,,,,,,,,,,,Titans Second League
144,18,32995,Henko Affies,3180556,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,2,,2,3.0,37,1,30/ 1,0,8,12.33,37.00,18.0,0,0,0,0,0,Titans Second League
,18,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
145,18,32995,Hossin Rony,3242450,SINOVILLE 4,,SINOVILLE 4,1,,1,4.0,50,1,50/ 1,0,10,12.50,50.00,24.0,0,0,0,3,0,Titans Second League
,18,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,,Titans Second League
146,18,32995,Erik Hartman,2936852,TUKS 6,,TUKS 6,4,,2,1.2,21,1,15/ 1,0,1,15.75,21.00,8.0,0,0,0,0,0,Titans Second League
,18,32995,TUKS 6,,,,,,,,,,,,,,,,,,,,,,Titans Second League
147,18,32995,Anton Behr,2973880,POLICE 3,,POLICE 3,2,,1,2.0,6,0,0/ 0,0,7,3.00,0,0.0,0,0,0,1,0,Titans Second League
,18,32995,POLICE 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
148,18,32995,Playa1 Cbc,3255330,CBCOB 3,,CBCOB 3,1,,1,4.0,13,0,13/ 0,0,15,3.25,0,0.0,0,0,0,0,0,Titans Second League
,18,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
149,18,32995,Ivan Venter,2936845,TUKS 5,,TUKS 5,5,,1,3.0,10,0,0/ 0,1,15,3.33,0,0.0,0,0,0,1,0,Titans Second League
,18,32995,TUKS 5,,,,,,,,,,,,,,,,,,,,,,Titans Second League
150,18,32995,Wian Nel,2987474,SINOVILLE 4,,SINOVILLE 4,2,,1,3.0,11,0,0/ 0,0,13,3.67,0,0.0,0,0,0,0,0,Titans Second League
,18,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,,Titans Second League
151,18,32995,Josh Brady,3018177,PHSOB 3,,PHSOB 3,1,,1,6.0,23,0,23/ 0,1,28,3.83,0,0.0,0,0,0,4,1,Titans Second League
,18,32995,PHSOB 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
152,18,32995,Ewan Tuks 6,3180559,TUKS 6,,TUKS 6,1,,1,2.0,9,0,9/ 0,0,6,4.50,0,0.0,0,0,0,2,0,Titans Second League
,18,32995,TUKS 6,,,,,,,,,,,,,,,,,,,,,,Titans Second League
153,18,32995,Morgan Potgiter,3198242,SINOVILLE 4,,SINOVILLE 4,1,,1,4.0,20,0,20/ 0,0,16,5.00,0,0.0,0,0,0,1,0,Titans Second League
,18,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,,Titans Second League
154,18,32995,Pusoletso Ethan,3277434,TUKS 6,,TUKS 6,1,,1,1.0,5,0,5/ 0,0,3,5.00,0,0.0,0,0,0,0,0,Titans Second League
,18,32995,TUKS 6,,,,,,,,,,,,,,,,,,,,,,Titans Second League
155,18,32995,Jonson Cbc,3069787,CBCOB 3,,CBCOB 3,1,,1,2.0,11,0,11/ 0,0,7,5.50,0,0.0,0,0,0,3,0,Titans Second League
,18,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
156,18,32995,Tiaan Dorfling,3693408,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,2,,2,3.0,18,0,3/ 0,0,13,6.00,0,0.0,0,0,0,1,0,Titans Second League
,18,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
157,18,32995,Tumelo Sinoville,3242453,SINOVILLE 4,,SINOVILLE 4,1,,1,4.0,25,0,25/ 0,1,15,6.25,0,0.0,0,0,0,1,0,Titans Second League
,18,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,,Titans Second League
158,18,32995,Lucky Moshoati,3031823,TUKS 5,,TUKS 5,1,,1,3.0,19,0,19/ 0,0,11,6.33,0,0.0,0,0,0,3,1,Titans Second League
,18,32995,TUKS 5,,,,,,,,,,,,,,,,,,,,,,Titans Second League
159,18,32995,Gerrald Gouws,3056111,CBCOB 3,,CBCOB 3,2,,1,6.0,38,0,0/ 0,0,18,6.33,0,0.0,0,0,0,3,0,Titans Second League
,18,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
160,18,32995,Tyler Irene,3255327,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,1,,1,2.4,17,0,17/ 0,0,8,6.38,0,0.0,0,0,0,0,0,Titans Second League
,18,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
161,18,32995,Bradley Joynt,3015414,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,2,,1,4.0,26,0,0/ 0,0,16,6.50,0,0.0,0,0,0,1,1,Titans Second League
,18,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
162,18,32995,Playa6 Cbc,3255335,CBCOB 3,,CBCOB 3,1,,1,2.0,13,0,13/ 0,0,6,6.50,0,0.0,0,0,0,1,0,Titans Second League
,18,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
163,18,32995,Wiehan Nel,2936753,SINOVILLE 3,,SINOVILLE 3,1,,1,1.0,7,0,7/ 0,0,5,7.00,0,0.0,0,0,0,6,0,Titans Second League
,18,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
164,18,32995,Playa5 Cbc,3255334,CBCOB 3,,CBCOB 3,1,,1,2.0,14,0,14/ 0,0,8,7.00,0,0.0,0,0,0,3,1,Titans Second League
,18,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
165,18,32995,Hancko Vosser,2936836,TUKS 5,,TUKS 5,5,,5,20.3,147,0,6/ 0,1,59,7.17,0,0.0,0,0,0,10,3,Titans Second League
,18,32995,TUKS 5,,,,,,,,,,,,,,,,,,,,,,Titans Second League
166,18,32995,Henro Bouwer,3180583,SINOVILLE 3,,SINOVILLE 3,1,,1,4.0,30,0,30/ 0,0,13,7.50,0,0.0,0,0,0,3,0,Titans Second League
,18,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
167,18,32995,Rhys Tuks6,3242941,TUKS 6,,TUKS 6,1,,1,4.0,30,0,30/ 0,0,10,7.50,0,0.0,0,0,0,3,0,Titans Second League
,18,32995,TUKS 6,,,,,,,,,,,,,,,,,,,,,,Titans Second League
168,18,32995,Stephan Stoltz,3056114,CBCOB 3,,CBCOB 3,1,,1,5.0,38,0,38/ 0,0,13,7.60,0,0.0,0,0,0,5,0,Titans Second League
,18,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
169,18,32995,Deon Van Huyssteen,3018345,CBCOB 3,,CBCOB 3,7,,3,5.0,39,0,0/ 0,0,17,7.80,0,0.0,0,0,0,6,1,Titans Second League
,18,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
170,18,32995,Berno Klopper,3180553,SINOVILLE 3,,SINOVILLE 3,3,,1,2.0,16,0,0/ 0,0,7,8.00,0,0.0,0,0,0,2,1,Titans Second League
,18,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
171,18,32995,Mohammed Arbaz,2987534,TUKS 6,,TUKS 6,5,,4,10.0,82,0,0/ 0,1,30,8.20,0,0.0,0,0,0,10,2,Titans Second League
,18,32995,TUKS 6,,,,,,,,,,,,,,,,,,,,,,Titans Second League
172,18,32995,Want V deventer,3180548,SINOVILLE 4,,SINOVILLE 4,1,,1,2.0,17,0,17/ 0,0,5,8.50,0,0.0,0,0,0,6,0,Titans Second League
,18,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,,Titans Second League
173,18,32995,Playa7 Cbc,3255336,CBCOB 3,,CBCOB 3,1,,1,2.0,17,0,17/ 0,0,5,8.50,0,0.0,0,0,0,1,0,Titans Second League
,18,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
174,18,32995,Jeandre Roux,3018228,TUT 3,,TUT 3,5,,1,2.0,18,0,0/ 0,0,3,9.00,0,0.0,0,0,0,0,0,Titans Second League
,18,32995,TUT 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
175,18,32995,Marnus Swanepoel,3180584,SINOVILLE 3,,SINOVILLE 3,1,,1,1.0,9,0,9/ 0,0,0,9.00,0,0.0,0,0,0,1,0,Titans Second League
,18,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
176,18,32995,Gian Tuks 6,3163548,TUKS 6,,TUKS 6,3,,3,5.0,47,0,3/ 0,0,13,9.40,0,0.0,0,0,0,2,1,Titans Second League
,18,32995,TUKS 6,,,,,,,,,,,,,,,,,,,,,,Titans Second League
177,18,32995,Lehlohonolo Moshoati,3266899,TUKS 5,,TUKS 5,1,,1,3.0,29,0,29/ 0,0,7,9.67,0,0.0,0,0,0,0,0,Titans Second League
,18,32995,TUKS 5,,,,,,,,,,,,,,,,,,,,,,Titans Second League
178,18,32995,Nico de Bruyn,3180581,TUKS 5,,TUKS 5,2,,1,2.0,20,0,0/ 0,0,2,10.00,0,0.0,0,0,0,1,0,Titans Second League
,18,32995,TUKS 5,,,,,,,,,,,,,,,,,,,,,,Titans Second League
179,18,32995,Rudi Roets,3226769,SINOVILLE 4,,SINOVILLE 4,3,,1,2.0,20,0,0/ 0,0,4,10.00,0,0.0,0,0,0,1,0,Titans Second League
,18,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,,Titans Second League
180,18,32995,Tihardt Kruger,3242942,TUKS 5,,TUKS 5,1,,1,1.0,10,0,10/ 0,0,2,10.00,0,0.0,0,0,0,0,0,Titans Second League
,18,32995,TUKS 5,,,,,,,,,,,,,,,,,,,,,,Titans Second League
181,18,32995,Edwin Xx,3267059,TUT 3,,TUT 3,2,,1,1.0,10,0,0/ 0,0,2,10.00,0,0.0,0,0,0,0,0,Titans Second League
,18,32995,TUT 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
182,18,32995,Sana ullah Ula,3032044,POLICE 3,,POLICE 3,1,,1,4.0,41,0,41/ 0,0,8,10.25,0,0.0,0,0,0,0,0,Titans Second League
,18,32995,POLICE 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
183,18,32995,Thoriso Dibatana,3018349,TUKS 6,,TUKS 6,5,,4,10.3,108,0,0/ 0,0,24,10.29,0,0.0,0,0,0,9,0,Titans Second League
,18,32995,TUKS 6,,,,,,,,,,,,,,,,,,,,,,Titans Second League
184,18,32995,Matimu Mayayise,2936840,TUKS 5,,TUKS 5,4,,3,6.0,68,0,0/ 0,0,14,11.33,0,0.0,0,0,0,13,0,Titans Second League
,18,32995,TUKS 5,,,,,,,,,,,,,,,,,,,,,,Titans Second League
185,18,32995,Amin Qasim,1439806,POLICE 3,,POLICE 3,3,,2,8.0,96,0,0/ 0,0,16,12.00,0,0.0,0,0,0,8,0,Titans Second League
,18,32995,POLICE 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
186,18,32995,Cecil Chitaka,3255253,TUKS 5,,TUKS 5,1,,1,2.0,24,0,24/ 0,0,5,12.00,0,0.0,0,0,0,3,0,Titans Second League
,18,32995,TUKS 5,,,,,,,,,,,,,,,,,,,,,,Titans Second League
187,18,32995,Danish Khan,1636074,POLICE 3,,POLICE 3,3,,2,7.0,86,0,0/ 0,0,15,12.29,0,0.0,0,0,0,9,1,Titans Second League
,18,32995,POLICE 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
188,18,32995,Johan Feuth,3056115,CBCOB 3,,CBCOB 3,3,,1,3.0,38,0,0/ 0,0,9,12.67,0,0.0,0,0,0,1,0,Titans Second League
,18,32995,CBCOB 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
189,18,32995,Phillp Irene,3255329,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,1,,1,1.0,13,0,13/ 0,0,4,13.00,0,0.0,0,0,0,10,0,Titans Second League
,18,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
190,18,32995,Berno Klopper,3180553,SINOVILLE 4,,SINOVILLE 4,1,,1,1.0,14,0,14/ 0,0,3,14.00,0,0.0,0,0,0,0,0,Titans Second League
,18,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,,Titans Second League
191,18,32995,Michael Du Plessis,3226770,TUKS 6,,TUKS 6,1,,1,1.0,16,0,16/ 0,0,2,16.00,0,0.0,0,0,0,5,0,Titans Second League
,18,32995,TUKS 6,,,,,,,,,,,,,,,,,,,,,,Titans Second League
192,18,32995,Maans De Roubaix,3242452,SINOVILLE 4,,SINOVILLE 4,1,,1,1.0,16,0,16/ 0,0,1,16.00,0,0.0,0,0,0,0,0,Titans Second League
,18,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,,Titans Second League
193,18,32995,Kobus Gouws,2990920,SINOVILLE 3,,SINOVILLE 3,1,,1,2.0,33,0,33/ 0,0,3,16.50,0,0.0,0,0,0,5,0,Titans Second League
,18,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
194,18,32995,Justin Mostert,2973874,POLICE 3,,POLICE 3,3,,1,4.0,69,0,0/ 0,0,3,17.25,0,0.0,0,0,0,6,0,Titans Second League
,18,32995,POLICE 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
195,18,32995,Janko Roets,2936858,TUKS 6,,TUKS 6,2,,1,1.0,18,0,0/ 0,0,3,18.00,0,0.0,0,0,0,4,0,Titans Second League
,18,32995,TUKS 6,,,,,,,,,,,,,,,,,,,,,,Titans Second League
196,18,32995,Du Preez Prinsloo,3229700,SINOVILLE 3,,SINOVILLE 3,1,,1,1.0,18,0,18/ 0,0,1,18.00,0,0.0,0,0,0,0,0,Titans Second League
,18,32995,SINOVILLE 3,,,,,,,,,,,,,,,,,,,,,,Titans Second League
197,18,32995,Tiaan Marais,2987532,TUKS 6,,TUKS 6,2,,1,1.0,20,0,0/ 0,0,2,20.00,0,0.0,0,0,0,0,0,Titans Second League
,18,32995,TUKS 6,,,,,,,,,,,,,,,,,,,,,,Titans Second League
198,18,32995,Pieter Jansen van Rensburg,3198240,SINOVILLE 4,,SINOVILLE 4,1,,1,1.0,21,0,21/ 0,0,1,21.00,0,0.0,0,0,0,1,0,Titans Second League
,18,32995,SINOVILLE 4,,,,,,,,,,,,,,,,,,,,,,Titans Second League
