SNO,LEAGUE_ID,CLUB_ID,PLAYER,PLAYER_ID,TEAM_IMG,BLANK,TEAM,TEAM_ID,MAT,BATTING_RANK,BOWLING_RANK,FIELDING_RANK,OTHER_RANK,MOM,TOTAL_RANK,League Name
23,576,32995,Jason Weiss,4198489,SINOVILLE 4,,SINOVILLE 4,3303,1,597,60,50,50,1,757,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,,2023 Titans Second League
24,576,32995,Ruan Ebersohn,2985830,IRENE VILLAGERS 4,,IRENE VILLAGERS 4,3307,11,209,500,30,0,0,739,2023 Titans Second League
,576,32995,IRENE VILLAGERS 4,,,,,,,,,,,,,2023 Titans Second League
25,576,32995,Brad Goss,4081458,PHSOB 3,,PHSOB 3,3300,5,594,120,10,0,0,724,2023 Titans Second League
,576,32995,PHSOB 3,,,,,,,,,,,,,2023 Titans Second League
26,576,32995,Charl Prinsloo,3018226,TUT 3,,TUT 3,3305,5,632,20,0,50,1,702,2023 Titans Second League
,576,32995,TUT 3,,,,,,,,,,,,,2023 Titans Second League
27,576,32995,Quintin Pretorius,3745417,SINOVILLE 3,,SINOVILLE 3,3302,2,549,90,10,50,1,699,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,,2023 Titans Second League
28,576,32995,Rigardt Saaiman,3729566,CBCOB 3,,CBCOB 3,3298,7,197,460,40,0,0,697,2023 Titans Second League
,576,32995,CBCOB 3,,,,,,,,,,,,,2023 Titans Second League
29,576,32995,Matthew Collins,3729933,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,3299,8,183,390,70,50,1,693,2023 Titans Second League
,576,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,2023 Titans Second League
30,576,32995,Christo Swanepoel,2936900,PHSOB 3,,PHSOB 3,3300,8,121,510,20,0,0,651,2023 Titans Second League
,576,32995,PHSOB 3,,,,,,,,,,,,,2023 Titans Second League
31,576,32995,Donovan du Toit,3713457,TUKS 5,,TUKS 5,3304,13,157,430,50,0,0,637,2023 Titans Second League
,576,32995,TUKS 5,,,,,,,,,,,,,2023 Titans Second League
32,576,32995,Ruan Brenner,3180560,PHSOB 3,,PHSOB 3,3300,4,356,250,20,0,0,626,2023 Titans Second League
,576,32995,PHSOB 3,,,,,,,,,,,,,2023 Titans Second League
33,576,32995,Justin Van Bassen,2936896,PHSOB 3,,PHSOB 3,3300,9,258,240,90,0,0,588,2023 Titans Second League
,576,32995,PHSOB 3,,,,,,,,,,,,,2023 Titans Second League
34,576,32995,Tiaan Lotter,2934784,SINOVILLE 3,,SINOVILLE 3,3302,6,357,200,30,0,0,587,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,,2023 Titans Second League
35,576,32995,Dewald Basson,3018234,TUT 3,,TUT 3,3305,7,97,430,50,0,0,577,2023 Titans Second League
,576,32995,TUT 3,,,,,,,,,,,,,2023 Titans Second League
36,576,32995,Duan St Arnaud,3145215,PHSOB 3,,PHSOB 3,3300,4,503,0,0,50,1,553,2023 Titans Second League
,576,32995,PHSOB 3,,,,,,,,,,,,,2023 Titans Second League
37,576,32995,Marcel Cilliers,3713449,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,3299,13,525,0,20,0,0,545,2023 Titans Second League
,576,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,2023 Titans Second League
38,576,32995,Johan Pretorius,3255251,TUKS 5,,TUKS 5,3304,6,467,-30,40,50,1,527,2023 Titans Second League
,576,32995,TUKS 5,,,,,,,,,,,,,2023 Titans Second League
39,576,32995,Frits Snyman,2936846,TUKS 5,,TUKS 5,3304,11,445,0,80,0,0,525,2023 Titans Second League
,576,32995,TUKS 5,,,,,,,,,,,,,2023 Titans Second League
40,576,32995,Chris van Niekerk,3713451,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,3299,8,58,390,50,0,0,498,2023 Titans Second League
,576,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,2023 Titans Second League
41,576,32995,Henco Murphy,3771718,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,3299,8,416,0,80,0,0,496,2023 Titans Second League
,576,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,2023 Titans Second League
42,576,32995,Jacques Van Rooyen,3745426,IRENE VILLAGERS 4,,IRENE VILLAGERS 4,3307,4,163,240,20,50,1,473,2023 Titans Second League
,576,32995,IRENE VILLAGERS 4,,,,,,,,,,,,,2023 Titans Second League
43,576,32995,Andro Vosloo,3713342,PHSOB 3,,PHSOB 3,3300,5,14,370,80,0,0,464,2023 Titans Second League
,576,32995,PHSOB 3,,,,,,,,,,,,,2023 Titans Second League
44,576,32995,Juan Van den berg,2987480,SINOVILLE 3,,SINOVILLE 3,3302,3,3,420,20,0,0,443,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,,2023 Titans Second League
45,576,32995,Adriaan Venter,3673677,CBCOB 3,,CBCOB 3,3298,2,236,120,20,50,1,426,2023 Titans Second League
,576,32995,CBCOB 3,,,,,,,,,,,,,2023 Titans Second League
46,576,32995,JP Roets,3031810,SINOVILLE 3,,SINOVILLE 3,3302,5,3,380,40,0,0,423,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,,2023 Titans Second League
47,576,32995,Stefan Strydom,2985833,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,3299,8,249,100,20,50,1,419,2023 Titans Second League
,576,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,2023 Titans Second League
48,576,32995,Bennie Viljoen,3745424,IRENE VILLAGERS 4,,IRENE VILLAGERS 4,3307,3,289,30,90,0,0,409,2023 Titans Second League
,576,32995,IRENE VILLAGERS 4,,,,,,,,,,,,,2023 Titans Second League
49,576,32995,Piet Botha,4063611,SINOVILLE 3,,SINOVILLE 3,3302,2,86,320,0,0,0,406,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,,2023 Titans Second League
50,576,32995,Lafras Jenkins,4143518,PHSOB 3,,PHSOB 3,3300,3,147,250,0,0,0,397,2023 Titans Second League
,576,32995,PHSOB 3,,,,,,,,,,,,,2023 Titans Second League
51,576,32995,Jeandre Roux,3018228,TUT 3,,TUT 3,3305,5,326,20,0,50,1,396,2023 Titans Second League
,576,32995,TUT 3,,,,,,,,,,,,,2023 Titans Second League
52,576,32995,Dillon Kotze,3729565,CBCOB 3,,CBCOB 3,3298,2,314,30,0,50,1,394,2023 Titans Second League
,576,32995,CBCOB 3,,,,,,,,,,,,,2023 Titans Second League
53,576,32995,Paul Gouws,3056110,CBCOB 3,,CBCOB 3,3298,3,222,90,30,50,1,392,2023 Titans Second League
,576,32995,CBCOB 3,,,,,,,,,,,,,2023 Titans Second League
54,576,32995,Nico de Bruyn,3180581,TUKS 5,,TUKS 5,3304,12,211,160,20,0,0,391,2023 Titans Second League
,576,32995,TUKS 5,,,,,,,,,,,,,2023 Titans Second League
55,576,32995,Divan Behrens,3257324,SINOVILLE 3,,SINOVILLE 3,3302,1,235,60,20,50,1,365,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,,2023 Titans Second League
56,576,32995,Trent Hardie,4116169,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,3299,4,3,290,20,50,1,363,2023 Titans Second League
,576,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,2023 Titans Second League
57,576,32995,Keaton Steenkamp,2944947,SINOVILLE 3,,SINOVILLE 3,3302,6,138,220,0,0,0,358,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,,2023 Titans Second League
58,576,32995,Pieter Janse van Rensburg,2934773,SINOVILLE 3,,SINOVILLE 3,3302,1,337,20,0,0,0,357,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,,2023 Titans Second League
59,576,32995,Zandre Jordaan,2934760,SINOVILLE 3,,SINOVILLE 3,3302,1,339,0,0,0,0,339,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,,2023 Titans Second League
60,576,32995,Regan Pruss,3713341,PHSOB 3,,PHSOB 3,3300,7,17,310,10,0,0,337,2023 Titans Second League
,576,32995,PHSOB 3,,,,,,,,,,,,,2023 Titans Second League
61,576,32995,Lessego Teffo,4196334,HARLEQUINS 3,,HARLEQUINS 3,3306,2,269,40,20,0,0,329,2023 Titans Second League
,576,32995,HARLEQUINS 3,,,,,,,,,,,,,2023 Titans Second League
62,576,32995,Elandré van den Berg,3713456,TUKS 5,,TUKS 5,3304,11,48,250,30,0,0,328,2023 Titans Second League
,576,32995,TUKS 5,,,,,,,,,,,,,2023 Titans Second League
63,576,32995,Pete Harlequins 3,3783175,HARLEQUINS 3,,HARLEQUINS 3,3306,1,325,0,0,0,0,325,2023 Titans Second League
,576,32995,HARLEQUINS 3,,,,,,,,,,,,,2023 Titans Second League
64,576,32995,Ab Rasool,4116168,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,3299,4,296,20,0,0,0,316,2023 Titans Second League
,576,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,2023 Titans Second League
65,576,32995,Pippie Kemm,3033949,PHSOB 3,,PHSOB 3,3300,2,236,80,0,0,0,316,2023 Titans Second League
,576,32995,PHSOB 3,,,,,,,,,,,,,2023 Titans Second League
66,576,32995,Stanley Fabri,3056139,SINOVILLE 4,,SINOVILLE 4,3303,3,84,210,20,0,0,314,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,,2023 Titans Second League
67,576,32995,Ruben van Vuuren,3713452,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,3299,3,101,200,10,0,0,311,2023 Titans Second League
,576,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,2023 Titans Second League
68,576,32995,Ivan Havenga,3729571,CBCOB 3,,CBCOB 3,3298,5,73,200,30,0,0,303,2023 Titans Second League
,576,32995,CBCOB 3,,,,,,,,,,,,,2023 Titans Second League
69,576,32995,Berno Klopper,3180553,SINOVILLE 3,,SINOVILLE 3,3302,7,206,40,50,0,0,296,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,,2023 Titans Second League
70,576,32995,Tristan De Klerk,3912805,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,3299,5,115,170,10,0,0,295,2023 Titans Second League
,576,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,2023 Titans Second League
71,576,32995,Dylan Kotze,2987579,CBCOB 3,,CBCOB 3,3298,5,115,160,20,0,0,295,2023 Titans Second League
,576,32995,CBCOB 3,,,,,,,,,,,,,2023 Titans Second League
72,576,32995,Rowan Sweetman,4196332,HARLEQUINS 3,,HARLEQUINS 3,3306,2,294,0,0,0,0,294,2023 Titans Second League
,576,32995,HARLEQUINS 3,,,,,,,,,,,,,2023 Titans Second League
73,576,32995,JG Adendorff,4198488,SINOVILLE 4,,SINOVILLE 4,3303,1,264,20,10,0,0,294,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,,2023 Titans Second League
74,576,32995,Richard Williams,3729932,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,3299,1,72,220,0,0,0,292,2023 Titans Second League
,576,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,2023 Titans Second League
75,576,32995,Niel Britz,3745418,SINOVILLE 3,,SINOVILLE 3,3302,1,232,60,0,0,0,292,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,,2023 Titans Second League
76,576,32995,Louis van Zyl,3003071,CBCOB 3,,CBCOB 3,3298,3,155,110,20,0,0,285,2023 Titans Second League
,576,32995,CBCOB 3,,,,,,,,,,,,,2023 Titans Second League
77,576,32995,Heinrich Hamman,2987472,SINOVILLE 4,,SINOVILLE 4,3303,2,94,170,20,0,0,284,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,,2023 Titans Second League
78,576,32995,Mark Bekker,3146406,TUT 3,,TUT 3,3305,7,3,250,30,0,0,283,2023 Titans Second League
,576,32995,TUT 3,,,,,,,,,,,,,2023 Titans Second League
79,576,32995,Clayton Brunsdon,4100291,IRENE VILLAGERS 4,,IRENE VILLAGERS 4,3307,5,72,210,0,0,0,282,2023 Titans Second League
,576,32995,IRENE VILLAGERS 4,,,,,,,,,,,,,2023 Titans Second League
80,576,32995,Callen Stephen,3782749,PHSOB 3,,PHSOB 3,3300,4,216,0,10,50,1,276,2023 Titans Second League
,576,32995,PHSOB 3,,,,,,,,,,,,,2023 Titans Second League
81,576,32995,Jonathan Barwick,3745435,HARLEQUINS 3,,HARLEQUINS 3,3306,1,222,0,0,50,1,272,2023 Titans Second League
,576,32995,HARLEQUINS 3,,,,,,,,,,,,,2023 Titans Second League
82,576,32995,Tyler Lockhart,4185928,PHSOB 3,,PHSOB 3,3300,2,-10,190,40,50,1,270,2023 Titans Second League
,576,32995,PHSOB 3,,,,,,,,,,,,,2023 Titans Second League
83,576,32995,Andre Schoombee,3745389,SINOVILLE 4,,SINOVILLE 4,3303,4,87,180,0,0,0,267,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,,2023 Titans Second League
84,576,32995,Jared Fourie,3783167,IRENE VILLAGERS 4,,IRENE VILLAGERS 4,3307,4,33,200,30,0,0,263,2023 Titans Second League
,576,32995,IRENE VILLAGERS 4,,,,,,,,,,,,,2023 Titans Second League
85,576,32995,Francois Viljoen,3912802,CBCOB 3,,CBCOB 3,3298,4,32,170,10,50,1,262,2023 Titans Second League
,576,32995,CBCOB 3,,,,,,,,,,,,,2023 Titans Second League
86,576,32995,Brent Hartley,2985828,IRENE VILLAGERS 4,,IRENE VILLAGERS 4,3307,13,200,0,40,0,0,240,2023 Titans Second League
,576,32995,IRENE VILLAGERS 4,,,,,,,,,,,,,2023 Titans Second League
87,576,32995,Johan Broekman,3069548,CBCOB 3,,CBCOB 3,3298,3,66,160,10,0,0,236,2023 Titans Second League
,576,32995,CBCOB 3,,,,,,,,,,,,,2023 Titans Second League
88,576,32995,Hendre Du toit,2987477,SINOVILLE 3,,SINOVILLE 3,3302,2,75,150,10,0,0,235,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,,2023 Titans Second League
89,576,32995,Wessel Marais,3713343,TUT 3,,TUT 3,3305,2,65,170,0,0,0,235,2023 Titans Second League
,576,32995,TUT 3,,,,,,,,,,,,,2023 Titans Second League
90,576,32995,Christoff van Rooyen,3783173,HARLEQUINS 3,,HARLEQUINS 3,3306,1,235,0,0,0,0,235,2023 Titans Second League
,576,32995,HARLEQUINS 3,,,,,,,,,,,,,2023 Titans Second League
91,576,32995,Elro Van der Heever,3745425,IRENE VILLAGERS 4,,IRENE VILLAGERS 4,3307,7,25,160,50,0,0,235,2023 Titans Second League
,576,32995,IRENE VILLAGERS 4,,,,,,,,,,,,,2023 Titans Second League
92,576,32995,Sam Wearne,4163812,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,3299,2,173,40,20,0,0,233,2023 Titans Second League
,576,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,2023 Titans Second League
93,576,32995,Etienne Tait,3745434,HARLEQUINS 3,,HARLEQUINS 3,3306,1,63,140,20,0,0,223,2023 Titans Second League
,576,32995,HARLEQUINS 3,,,,,,,,,,,,,2023 Titans Second League
94,576,32995,Danie Kruger,3745390,SINOVILLE 4,,SINOVILLE 4,3303,2,2,220,0,0,0,222,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,,2023 Titans Second League
95,576,32995,Gerbrandt Viviers,3018253,IRENE VILLAGERS 4,,IRENE VILLAGERS 4,3307,4,218,0,0,0,0,218,2023 Titans Second League
,576,32995,IRENE VILLAGERS 4,,,,,,,,,,,,,2023 Titans Second League
96,576,32995,Andre Kruyshaar,3795248,SINOVILLE 4,,SINOVILLE 4,3303,5,-3,220,0,0,0,217,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,,2023 Titans Second League
97,576,32995,JP Roets,3195753,SINOVILLE 4,,SINOVILLE 4,3303,4,55,130,30,0,0,215,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,,2023 Titans Second League
98,576,32995,Marco Rudolph,3795245,SINOVILLE 4,,SINOVILLE 4,3303,2,190,20,0,0,0,210,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,,2023 Titans Second League
99,576,32995,Wessel Herbst,3783166,CBCOB 3,,CBCOB 3,3298,1,7,190,10,0,0,207,2023 Titans Second League
,576,32995,CBCOB 3,,,,,,,,,,,,,2023 Titans Second League
100,576,32995,Willem Sevenster,2049746,CBCOB 3,,CBCOB 3,3298,2,180,0,20,0,0,200,2023 Titans Second League
,576,32995,CBCOB 3,,,,,,,,,,,,,2023 Titans Second League
101,576,32995,Wian van Deventer,3257325,SINOVILLE 3,,SINOVILLE 3,3302,1,89,110,0,0,0,199,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,,2023 Titans Second League
102,576,32995,Erik Van Deventer,3033825,TUT 3,,TUT 3,3305,2,79,100,10,0,0,189,2023 Titans Second League
,576,32995,TUT 3,,,,,,,,,,,,,2023 Titans Second League
103,576,32995,Jan Verwas,3795657,SINOVILLE 3,,SINOVILLE 3,3302,3,189,0,0,0,0,189,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,,2023 Titans Second League
104,576,32995,Andre Van wyk,3266939,TUKS 5,,TUKS 5,3304,13,-3,160,30,0,0,187,2023 Titans Second League
,576,32995,TUKS 5,,,,,,,,,,,,,2023 Titans Second League
105,576,32995,Leon Bender,3730114,CBCOB 3,,CBCOB 3,3298,4,105,80,0,0,0,185,2023 Titans Second League
,576,32995,CBCOB 3,,,,,,,,,,,,,2023 Titans Second League
106,576,32995,Neyko Stiglingh,4116051,HARLEQUINS 3,,HARLEQUINS 3,3306,1,80,100,0,0,0,180,2023 Titans Second League
,576,32995,HARLEQUINS 3,,,,,,,,,,,,,2023 Titans Second League
107,576,32995,Seun Bornman,3759631,SINOVILLE 3,,SINOVILLE 3,3302,1,70,90,20,0,0,180,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,,2023 Titans Second League
108,576,32995,Aidan Van der Westhuizen,3795247,SINOVILLE 4,,SINOVILLE 4,3303,1,49,130,0,0,0,179,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,,2023 Titans Second League
109,576,32995,Riaan Scheepers,3713347,TUT 3,,TUT 3,3305,5,7,140,30,0,0,177,2023 Titans Second League
,576,32995,TUT 3,,,,,,,,,,,,,2023 Titans Second League
110,576,32995,Josh Botes,3795663,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,3299,1,6,140,30,0,0,176,2023 Titans Second League
,576,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,2023 Titans Second League
111,576,32995,Pieter Jansen van Rensburg,3198240,SINOVILLE 4,,SINOVILLE 4,3303,1,175,0,0,0,0,175,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,,2023 Titans Second League
112,576,32995,Armin Havenga,3729570,CBCOB 3,,CBCOB 3,3298,5,175,0,0,0,0,175,2023 Titans Second League
,576,32995,CBCOB 3,,,,,,,,,,,,,2023 Titans Second League
113,576,32995,Devon Almeida,3242449,CBCOB 3,,CBCOB 3,3298,2,23,140,10,0,0,173,2023 Titans Second League
,576,32995,CBCOB 3,,,,,,,,,,,,,2023 Titans Second League
114,576,32995,Bernard Wentzel,3928433,CBCOB 3,,CBCOB 3,3298,5,42,130,0,0,0,172,2023 Titans Second League
,576,32995,CBCOB 3,,,,,,,,,,,,,2023 Titans Second League
115,576,32995,Dewan Bohmer,4116166,PHSOB 3,,PHSOB 3,3300,4,171,0,0,0,0,171,2023 Titans Second League
,576,32995,PHSOB 3,,,,,,,,,,,,,2023 Titans Second League
116,576,32995,Marius Bornman,2936833,TUKS 5,,TUKS 5,3304,5,150,0,20,0,0,170,2023 Titans Second League
,576,32995,TUKS 5,,,,,,,,,,,,,2023 Titans Second League
117,576,32995,Gerrie Viljoen,4081456,IRENE VILLAGERS 4,,IRENE VILLAGERS 4,3307,1,60,110,0,0,0,170,2023 Titans Second League
,576,32995,IRENE VILLAGERS 4,,,,,,,,,,,,,2023 Titans Second League
118,576,32995,Niel Coetzee,3018224,TUT 3,,TUT 3,3305,7,119,0,50,0,0,169,2023 Titans Second League
,576,32995,TUT 3,,,,,,,,,,,,,2023 Titans Second League
119,576,32995,Travis Joshua,3678955,HARLEQUINS 3,,HARLEQUINS 3,3306,4,88,80,0,0,0,168,2023 Titans Second League
,576,32995,HARLEQUINS 3,,,,,,,,,,,,,2023 Titans Second League
120,576,32995,Donavan Kretschmer,3018251,IRENE VILLAGERS 4,,IRENE VILLAGERS 4,3307,3,47,100,20,0,0,167,2023 Titans Second League
,576,32995,IRENE VILLAGERS 4,,,,,,,,,,,,,2023 Titans Second League
121,576,32995,Ruan Prinsloo,3795251,SINOVILLE 4,,SINOVILLE 4,3303,1,167,0,0,0,0,167,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,,2023 Titans Second League
122,576,32995,Leon Tut3,4186420,TUT 3,,TUT 3,3305,1,166,0,0,0,0,166,2023 Titans Second League
,576,32995,TUT 3,,,,,,,,,,,,,2023 Titans Second League
123,576,32995,Micheal TUT3,3772114,TUT 3,,TUT 3,3305,5,-19,160,20,0,0,161,2023 Titans Second League
,576,32995,TUT 3,,,,,,,,,,,,,2023 Titans Second League
124,576,32995,Zian De Jager,3745433,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,3299,1,100,50,10,0,0,160,2023 Titans Second League
,576,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,2023 Titans Second League
125,576,32995,James Twycross,2936917,PHSOB 3,,PHSOB 3,3300,2,38,100,20,0,0,158,2023 Titans Second League
,576,32995,PHSOB 3,,,,,,,,,,,,,2023 Titans Second League
126,576,32995,Bennie Viljoen,3713450,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,3299,4,138,0,20,0,0,158,2023 Titans Second League
,576,32995,IRENE VILLAGERS 3,,,,,,,,,,,,,2023 Titans Second League
127,576,32995,Sheldon Meiring,3772079,PHSOB 3,,PHSOB 3,3300,4,157,0,0,0,0,157,2023 Titans Second League
,576,32995,PHSOB 3,,,,,,,,,,,,,2023 Titans Second League
128,576,32995,Stefan Olivier,3729935,TUT 3,,TUT 3,3305,2,106,50,0,0,0,156,2023 Titans Second League
,576,32995,TUT 3,,,,,,,,,,,,,2023 Titans Second League
129,576,32995,Mohapi Molete,2985827,IRENE VILLAGERS 4,,IRENE VILLAGERS 4,3307,5,3,120,30,0,0,153,2023 Titans Second League
,576,32995,IRENE VILLAGERS 4,,,,,,,,,,,,,2023 Titans Second League
