SNO,LEAGUE_ID,CLUB_ID,PLAYER,PLAYER_ID,TEAM_IMG,BLANK,TEAM,TEAM_ID,CATCHES,WK_CATCHES,DIRECT_RO,INDIRECT_RO,STUMPINGS,TOTAL,League Name
,576,32995,SINOVILLE 3,,,,,,,,,,,,2023 Titans Second League
134,576,32995,JG Adendorff,4198488,SINOVILLE 4,,SINOVILLE 4,3303,1,0,0,0,0,1,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,2023 Titans Second League
135,576,32995,Christo Swanepoel,2936900,PHSOB 3,,PHSOB 3,3300,0,0,1,0,0,1,2023 Titans Second League
,576,32995,PHSOB 3,,,,,,,,,,,,2023 Titans Second League
136,576,32995,Stefan Strydom,2985833,IRENE VILLAGERS 4,,IRENE VILLAGERS 4,3307,0,0,0,0,1,1,2023 Titans Second League
,576,32995,IRENE VILLAGERS 4,,,,,,,,,,,,2023 Titans Second League
137,576,32995,Hendre Du toit,2987477,SINOVILLE 3,,SINOVILLE 3,3302,0,0,0,1,0,1,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,2023 Titans Second League
138,576,32995,Donavan Kretschmer,3018251,IRENE VILLAGERS 4,,IRENE VILLAGERS 4,3307,0,0,1,0,0,1,2023 Titans Second League
,576,32995,IRENE VILLAGERS 4,,,,,,,,,,,,2023 Titans Second League
139,576,32995,Justin Reynolds,3713446,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,3299,0,0,0,0,1,1,2023 Titans Second League
,576,32995,IRENE VILLAGERS 3,,,,,,,,,,,,2023 Titans Second League
140,576,32995,Seun Bornman,3759631,SINOVILLE 3,,SINOVILLE 3,3302,0,0,1,0,0,1,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,2023 Titans Second League
141,576,32995,Andre Kruyshaar,3772081,SINOVILLE 3,,SINOVILLE 3,3302,0,0,0,1,0,1,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,2023 Titans Second League
142,576,32995,Deon Van Huysteen,3795246,SINOVILLE 4,,SINOVILLE 4,3303,0,0,0,0,1,1,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,2023 Titans Second League
143,576,32995,Lessego Teffo,4196334,HARLEQUINS 3,,HARLEQUINS 3,3306,0,0,1,0,0,1,2023 Titans Second League
,576,32995,HARLEQUINS 3,,,,,,,,,,,,2023 Titans Second League
144,576,32995,Hendrik Hitge,4198492,SINOVILLE 4,,SINOVILLE 4,3303,0,0,1,0,0,1,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,2023 Titans Second League
145,576,32995,Wessel Maree,2449861,TUT 3,,TUT 3,3305,0,0,0,0,0,0,2023 Titans Second League
,576,32995,TUT 3,,,,,,,,,,,,2023 Titans Second League
146,576,32995,Christo Weiss,2588485,SINOVILLE 3,,SINOVILLE 3,3302,0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,2023 Titans Second League
147,576,32995,Dian Botha,2934759,SINOVILLE 3,,SINOVILLE 3,3302,0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,2023 Titans Second League
148,576,32995,Zandre Jordaan,2934760,SINOVILLE 3,,SINOVILLE 3,3302,0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,2023 Titans Second League
149,576,32995,Dries Van der Lith,2934771,SINOVILLE 4,,SINOVILLE 4,3303,0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,2023 Titans Second League
150,576,32995,Pieter Janse van Rensburg,2934773,SINOVILLE 3,,SINOVILLE 3,3302,0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,2023 Titans Second League
151,576,32995,Ruan Breytenbach,2936745,SINOVILLE 3,,SINOVILLE 3,3302,0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,2023 Titans Second League
152,576,32995,Nico Kruger,2936834,TUKS 5,,TUKS 5,3304,0,0,0,0,0,0,2023 Titans Second League
,576,32995,TUKS 5,,,,,,,,,,,,2023 Titans Second League
153,576,32995,Ivan Bekker,2936839,TUKS 5,,TUKS 5,3304,0,0,0,0,0,0,2023 Titans Second League
,576,32995,TUKS 5,,,,,,,,,,,,2023 Titans Second League
154,576,32995,Jaco de Vos,2936844,TUKS 5,,TUKS 5,3304,0,0,0,0,0,0,2023 Titans Second League
,576,32995,TUKS 5,,,,,,,,,,,,2023 Titans Second League
155,576,32995,Eben Botha,2936848,TUKS 5,,TUKS 5,3304,0,0,0,0,0,0,2023 Titans Second League
,576,32995,TUKS 5,,,,,,,,,,,,2023 Titans Second League
156,576,32995,Dian Van der Walt,2936868,CBCOB 3,,CBCOB 3,3298,0,0,0,0,0,0,2023 Titans Second League
,576,32995,CBCOB 3,,,,,,,,,,,,2023 Titans Second League
157,576,32995,Dylan Howe-Dreyer,2936902,PHSOB 3,,PHSOB 3,3300,0,0,0,0,0,0,2023 Titans Second League
,576,32995,PHSOB 3,,,,,,,,,,,,2023 Titans Second League
158,576,32995,Kevin Pretorius,2936906,PHSOB 3,,PHSOB 3,3300,0,0,0,0,0,0,2023 Titans Second League
,576,32995,PHSOB 3,,,,,,,,,,,,2023 Titans Second League
159,576,32995,Michael Stoop,2936908,PHSOB 3,,PHSOB 3,3300,0,0,0,0,0,0,2023 Titans Second League
,576,32995,PHSOB 3,,,,,,,,,,,,2023 Titans Second League
160,576,32995,Matt Rogerson,2936914,PHSOB 3,,PHSOB 3,3300,0,0,0,0,0,0,2023 Titans Second League
,576,32995,PHSOB 3,,,,,,,,,,,,2023 Titans Second League
161,576,32995,Ridhaa Jacobs,2939141,HARLEQUINS 3,,HARLEQUINS 3,3306,0,0,0,0,0,0,2023 Titans Second League
,576,32995,HARLEQUINS 3,,,,,,,,,,,,2023 Titans Second League
162,576,32995,Pieter Roos,2939189,HARLEQUINS 3,,HARLEQUINS 3,3306,0,0,0,0,0,0,2023 Titans Second League
,576,32995,HARLEQUINS 3,,,,,,,,,,,,2023 Titans Second League
163,576,32995,Keaton Steenkamp,2944947,SINOVILLE 3,,SINOVILLE 3,3302,0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,2023 Titans Second League
164,576,32995,Keaton Steenkamp,2944947,SINOVILLE 4,,SINOVILLE 4,3303,0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,2023 Titans Second League
165,576,32995,Mulder Kotze,2985832,IRENE VILLAGERS 4,,IRENE VILLAGERS 4,3307,0,0,0,0,0,0,2023 Titans Second League
,576,32995,IRENE VILLAGERS 4,,,,,,,,,,,,2023 Titans Second League
166,576,32995,Stefan Strydom,2985833,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,3299,0,0,0,0,0,0,2023 Titans Second League
,576,32995,IRENE VILLAGERS 3,,,,,,,,,,,,2023 Titans Second League
167,576,32995,Josh Botes,2985840,IRENE VILLAGERS 4,,IRENE VILLAGERS 4,3307,0,0,0,0,0,0,2023 Titans Second League
,576,32995,IRENE VILLAGERS 4,,,,,,,,,,,,2023 Titans Second League
168,576,32995,Zander Jordaan,2987471,SINOVILLE 4,,SINOVILLE 4,3303,0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,2023 Titans Second League
169,576,32995,Dylan Van wyk,2987473,SINOVILLE 4,,SINOVILLE 4,3303,0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,2023 Titans Second League
170,576,32995,Charl Prinsloo,3018226,TUT 3,,TUT 3,3305,0,0,0,0,0,0,2023 Titans Second League
,576,32995,TUT 3,,,,,,,,,,,,2023 Titans Second League
171,576,32995,Jeandre Roux,3018228,TUT 3,,TUT 3,3305,0,0,0,0,0,0,2023 Titans Second League
,576,32995,TUT 3,,,,,,,,,,,,2023 Titans Second League
172,576,32995,Gerbrandt Viviers,3018253,IRENE VILLAGERS 4,,IRENE VILLAGERS 4,3307,0,0,0,0,0,0,2023 Titans Second League
,576,32995,IRENE VILLAGERS 4,,,,,,,,,,,,2023 Titans Second League
173,576,32995,Caleb Eckard,3018344,CBCOB 3,,CBCOB 3,3298,0,0,0,0,0,0,2023 Titans Second League
,576,32995,CBCOB 3,,,,,,,,,,,,2023 Titans Second League
174,576,32995,Maans Roubaix,3031813,SINOVILLE 3,,SINOVILLE 3,3302,0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,2023 Titans Second League
175,576,32995,Pippie Kemm,3033949,PHSOB 3,,PHSOB 3,3300,0,0,0,0,0,0,2023 Titans Second League
,576,32995,PHSOB 3,,,,,,,,,,,,2023 Titans Second League
176,576,32995,Wayne Scott,3056109,CBCOB 3,,CBCOB 3,3298,0,0,0,0,0,0,2023 Titans Second League
,576,32995,CBCOB 3,,,,,,,,,,,,2023 Titans Second League
177,576,32995,Derrick Cremer,3056113,CBCOB 3,,CBCOB 3,3298,0,0,0,0,0,0,2023 Titans Second League
,576,32995,CBCOB 3,,,,,,,,,,,,2023 Titans Second League
178,576,32995,Johan Feuth,3056115,CBCOB 3,,CBCOB 3,3298,0,0,0,0,0,0,2023 Titans Second League
,576,32995,CBCOB 3,,,,,,,,,,,,2023 Titans Second League
179,576,32995,Anton Stassen,3069496,SINOVILLE 4,,SINOVILLE 4,3303,0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,2023 Titans Second League
180,576,32995,Duan St Arnaud,3145215,PHSOB 3,,PHSOB 3,3300,0,0,0,0,0,0,2023 Titans Second League
,576,32995,PHSOB 3,,,,,,,,,,,,2023 Titans Second League
181,576,32995,Gilan Mellet,3163470,HARLEQUINS 3,,HARLEQUINS 3,3306,0,0,0,0,0,0,2023 Titans Second League
,576,32995,HARLEQUINS 3,,,,,,,,,,,,2023 Titans Second League
182,576,32995,Louan Nel,3163477,HARLEQUINS 3,,HARLEQUINS 3,3306,0,0,0,0,0,0,2023 Titans Second League
,576,32995,HARLEQUINS 3,,,,,,,,,,,,2023 Titans Second League
183,576,32995,Riaan Davel,3163488,SINOVILLE 3,,SINOVILLE 3,3302,0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,2023 Titans Second League
184,576,32995,Ryan Thorburn,3163540,IRENE VILLAGERS 4,,IRENE VILLAGERS 4,3307,0,0,0,0,0,0,2023 Titans Second League
,576,32995,IRENE VILLAGERS 4,,,,,,,,,,,,2023 Titans Second League
185,576,32995,Christiaan Steyn,3179091,HARLEQUINS 3,,HARLEQUINS 3,3306,0,0,0,0,0,0,2023 Titans Second League
,576,32995,HARLEQUINS 3,,,,,,,,,,,,2023 Titans Second League
186,576,32995,Maritz Bezuidenhout,3180554,SINOVILLE 4,,SINOVILLE 4,3303,0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,2023 Titans Second League
187,576,32995,Pieter Jansen van Rensburg,3198240,SINOVILLE 4,,SINOVILLE 4,3303,0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,2023 Titans Second League
188,576,32995,Morgan Potgiter,3198242,SINOVILLE 4,,SINOVILLE 4,3303,0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,2023 Titans Second League
189,576,32995,JJ Du Toit,3226765,SINOVILLE 3,,SINOVILLE 3,3302,0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,2023 Titans Second League
190,576,32995,Du Preez Prinsloo,3242451,SINOVILLE 4,,SINOVILLE 4,3303,0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,2023 Titans Second League
191,576,32995,Maans De Roubaix,3242452,SINOVILLE 4,,SINOVILLE 4,3303,0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,2023 Titans Second League
192,576,32995,Tihardt Kruger,3242942,TUKS 5,,TUKS 5,3304,0,0,0,0,0,0,2023 Titans Second League
,576,32995,TUKS 5,,,,,,,,,,,,2023 Titans Second League
193,576,32995,Wian van Deventer,3255254,SINOVILLE 4,,SINOVILLE 4,3303,0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,2023 Titans Second League
194,576,32995,Playa1 Cbc,3255330,CBCOB 3,,CBCOB 3,3298,0,0,0,0,0,0,2023 Titans Second League
,576,32995,CBCOB 3,,,,,,,,,,,,2023 Titans Second League
195,576,32995,Playa2 Cbc,3255331,CBCOB 3,,CBCOB 3,3298,0,0,0,0,0,0,2023 Titans Second League
,576,32995,CBCOB 3,,,,,,,,,,,,2023 Titans Second League
196,576,32995,Wian van Deventer,3257325,SINOVILLE 3,,SINOVILLE 3,3302,0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,2023 Titans Second League
197,576,32995,Cornel Schnitter,3266896,CBCOB 3,,CBCOB 3,3298,0,0,0,0,0,0,2023 Titans Second League
,576,32995,CBCOB 3,,,,,,,,,,,,2023 Titans Second League
198,576,32995,Stephan Van den berg,3266950,CBCOB 3,,CBCOB 3,3298,0,0,0,0,0,0,2023 Titans Second League
,576,32995,CBCOB 3,,,,,,,,,,,,2023 Titans Second League
199,576,32995,Cornel Cbc3,3266951,CBCOB 3,,CBCOB 3,3298,0,0,0,0,0,0,2023 Titans Second League
,576,32995,CBCOB 3,,,,,,,,,,,,2023 Titans Second League
200,576,32995,Dylan van Wyk,3277436,SINOVILLE 3,,SINOVILLE 3,3302,0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,2023 Titans Second League
201,576,32995,Luca Bauros,3287441,SINOVILLE 4,,SINOVILLE 4,3303,0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,2023 Titans Second League
202,576,32995,Luca Bairos,3586611,SINOVILLE 4,,SINOVILLE 4,3303,0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,2023 Titans Second League
203,576,32995,Travis Joshua,3678955,HARLEQUINS 3,,HARLEQUINS 3,3306,0,0,0,0,0,0,2023 Titans Second League
,576,32995,HARLEQUINS 3,,,,,,,,,,,,2023 Titans Second League
204,576,32995,Alten Du Plessis,3713340,PHSOB 3,,PHSOB 3,3300,0,0,0,0,0,0,2023 Titans Second League
,576,32995,PHSOB 3,,,,,,,,,,,,2023 Titans Second League
205,576,32995,Wessel Marais,3713343,TUT 3,,TUT 3,3305,0,0,0,0,0,0,2023 Titans Second League
,576,32995,TUT 3,,,,,,,,,,,,2023 Titans Second League
206,576,32995,Nico Minnaar,3713344,TUT 3,,TUT 3,3305,0,0,0,0,0,0,2023 Titans Second League
,576,32995,TUT 3,,,,,,,,,,,,2023 Titans Second League
207,576,32995,Divan Cilliers,3713448,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,3299,0,0,0,0,0,0,2023 Titans Second League
,576,32995,IRENE VILLAGERS 3,,,,,,,,,,,,2023 Titans Second League
208,576,32995,Chumani Ngcokovane,3713454,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,3299,0,0,0,0,0,0,2023 Titans Second League
,576,32995,IRENE VILLAGERS 3,,,,,,,,,,,,2023 Titans Second League
209,576,32995,Dillon Kotze,3729565,CBCOB 3,,CBCOB 3,3298,0,0,0,0,0,0,2023 Titans Second League
,576,32995,CBCOB 3,,,,,,,,,,,,2023 Titans Second League
210,576,32995,Gavin Cbc3,3729569,CBCOB 3,,CBCOB 3,3298,0,0,0,0,0,0,2023 Titans Second League
,576,32995,CBCOB 3,,,,,,,,,,,,2023 Titans Second League
211,576,32995,Armin Havenga,3729570,CBCOB 3,,CBCOB 3,3298,0,0,0,0,0,0,2023 Titans Second League
,576,32995,CBCOB 3,,,,,,,,,,,,2023 Titans Second League
212,576,32995,Richard Williams,3729932,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,3299,0,0,0,0,0,0,2023 Titans Second League
,576,32995,IRENE VILLAGERS 3,,,,,,,,,,,,2023 Titans Second League
213,576,32995,Stefan Olivier,3729935,TUT 3,,TUT 3,3305,0,0,0,0,0,0,2023 Titans Second League
,576,32995,TUT 3,,,,,,,,,,,,2023 Titans Second League
214,576,32995,Leon Bender,3730114,CBCOB 3,,CBCOB 3,3298,0,0,0,0,0,0,2023 Titans Second League
,576,32995,CBCOB 3,,,,,,,,,,,,2023 Titans Second League
215,576,32995,Jordan Lewis,3745387,SINOVILLE 4,,SINOVILLE 4,3303,0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,2023 Titans Second League
216,576,32995,Andre Schoombee,3745389,SINOVILLE 4,,SINOVILLE 4,3303,0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,2023 Titans Second League
217,576,32995,Danie Kruger,3745390,SINOVILLE 4,,SINOVILLE 4,3303,0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,2023 Titans Second League
218,576,32995,WJ Knoetze,3745391,SINOVILLE 4,,SINOVILLE 4,3303,0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,2023 Titans Second League
219,576,32995,Sub Sub,3745392,SINOVILLE 4,,SINOVILLE 4,3303,0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,2023 Titans Second League
220,576,32995,Niel Britz,3745418,SINOVILLE 3,,SINOVILLE 3,3302,0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,2023 Titans Second League
221,576,32995,Alton Van der Westhuizen,3745421,SINOVILLE 3,,SINOVILLE 3,3302,0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,2023 Titans Second League
222,576,32995,Igmar Erasmus,3745422,SINOVILLE 3,,SINOVILLE 3,3302,0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,2023 Titans Second League
223,576,32995,Michael Coetzer,3745423,SINOVILLE 3,,SINOVILLE 3,3302,0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,2023 Titans Second League
224,576,32995,Jonathan Barwick,3745435,HARLEQUINS 3,,HARLEQUINS 3,3306,0,0,0,0,0,0,2023 Titans Second League
,576,32995,HARLEQUINS 3,,,,,,,,,,,,2023 Titans Second League
225,576,32995,Donovan Kretschmer,3749171,IRENE VILLAGERS 4,,IRENE VILLAGERS 4,3307,0,0,0,0,0,0,2023 Titans Second League
,576,32995,IRENE VILLAGERS 4,,,,,,,,,,,,2023 Titans Second League
226,576,32995,Lee-John Maans,3759628,TUKS 5,,TUKS 5,3304,0,0,0,0,0,0,2023 Titans Second League
,576,32995,TUKS 5,,,,,,,,,,,,2023 Titans Second League
227,576,32995,Wilnell Strydom,3759629,TUKS 5,,TUKS 5,3304,0,0,0,0,0,0,2023 Titans Second League
,576,32995,TUKS 5,,,,,,,,,,,,2023 Titans Second League
228,576,32995,Ivan Schoeman,3759630,SINOVILLE 3,,SINOVILLE 3,3302,0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,2023 Titans Second League
229,576,32995,Riaan Labuschagne,3759632,SINOVILLE 3,,SINOVILLE 3,3302,0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,2023 Titans Second League
230,576,32995,Andries Botha,3759633,SINOVILLE 3,,SINOVILLE 3,3302,0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,2023 Titans Second League
231,576,32995,Renier Bornman,3759634,SINOVILLE 3,,SINOVILLE 3,3302,0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,2023 Titans Second League
232,576,32995,Robert Bornman,3759635,SINOVILLE 3,,SINOVILLE 3,3302,0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,2023 Titans Second League
233,576,32995,Kenny Rothe,3759636,SINOVILLE 3,,SINOVILLE 3,3302,0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,2023 Titans Second League
234,576,32995,Brandon Van der Merwe,3759637,SINOVILLE 3,,SINOVILLE 3,3302,0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,2023 Titans Second League
235,576,32995,Nico Labuschagne,3759638,SINOVILLE 3,,SINOVILLE 3,3302,0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,2023 Titans Second League
236,576,32995,Jaco Ferreira,3759639,SINOVILLE 3,,SINOVILLE 3,3302,0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,2023 Titans Second League
237,576,32995,Ryan Thurbon,3771716,IRENE VILLAGERS 4,,IRENE VILLAGERS 4,3307,0,0,0,0,0,0,2023 Titans Second League
,576,32995,IRENE VILLAGERS 4,,,,,,,,,,,,2023 Titans Second League
238,576,32995,Juan Van Der Westhuizen,3771719,IRENE VILLAGERS 3,,IRENE VILLAGERS 3,3299,0,0,0,0,0,0,2023 Titans Second League
,576,32995,IRENE VILLAGERS 3,,,,,,,,,,,,2023 Titans Second League
239,576,32995,Tyler Lockhart,3772078,PHSOB 3,,PHSOB 3,3300,0,0,0,0,0,0,2023 Titans Second League
,576,32995,PHSOB 3,,,,,,,,,,,,2023 Titans Second League
240,576,32995,Sheldon Meiring,3772079,PHSOB 3,,PHSOB 3,3300,0,0,0,0,0,0,2023 Titans Second League
,576,32995,PHSOB 3,,,,,,,,,,,,2023 Titans Second League
241,576,32995,Tiaan Borman,3772082,SINOVILLE 3,,SINOVILLE 3,3302,0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,2023 Titans Second League
242,576,32995,Andre Schoombee,3772084,SINOVILLE 3,,SINOVILLE 3,3302,0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,2023 Titans Second League
243,576,32995,Andre Schoombee,3772961,SINOVILLE 3,,SINOVILLE 3,3302,0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,2023 Titans Second League
244,576,32995,Phillip Bester,3782750,PHSOB 3,,PHSOB 3,3300,0,0,0,0,0,0,2023 Titans Second League
,576,32995,PHSOB 3,,,,,,,,,,,,2023 Titans Second League
245,576,32995,Simion Muller,3783164,CBCOB 3,,CBCOB 3,3298,0,0,0,0,0,0,2023 Titans Second League
,576,32995,CBCOB 3,,,,,,,,,,,,2023 Titans Second League
246,576,32995,Jaden Beukes,3783165,CBCOB 3,,CBCOB 3,3298,0,0,0,0,0,0,2023 Titans Second League
,576,32995,CBCOB 3,,,,,,,,,,,,2023 Titans Second League
247,576,32995,Burgert Kloppers,3783168,HARLEQUINS 3,,HARLEQUINS 3,3306,0,0,0,0,0,0,2023 Titans Second League
,576,32995,HARLEQUINS 3,,,,,,,,,,,,2023 Titans Second League
248,576,32995,Joe Vickery,3783170,HARLEQUINS 3,,HARLEQUINS 3,3306,0,0,0,0,0,0,2023 Titans Second League
,576,32995,HARLEQUINS 3,,,,,,,,,,,,2023 Titans Second League
249,576,32995,Travis Joshua,3783171,HARLEQUINS 3,,HARLEQUINS 3,3306,0,0,0,0,0,0,2023 Titans Second League
,576,32995,HARLEQUINS 3,,,,,,,,,,,,2023 Titans Second League
250,576,32995,Stiaan Schmiedeskamp,3783172,HARLEQUINS 3,,HARLEQUINS 3,3306,0,0,0,0,0,0,2023 Titans Second League
,576,32995,HARLEQUINS 3,,,,,,,,,,,,2023 Titans Second League
251,576,32995,Christoff van Rooyen,3783173,HARLEQUINS 3,,HARLEQUINS 3,3306,0,0,0,0,0,0,2023 Titans Second League
,576,32995,HARLEQUINS 3,,,,,,,,,,,,2023 Titans Second League
252,576,32995,Qiyaam Harlequins 3,3783174,HARLEQUINS 3,,HARLEQUINS 3,3306,0,0,0,0,0,0,2023 Titans Second League
,576,32995,HARLEQUINS 3,,,,,,,,,,,,2023 Titans Second League
253,576,32995,Pete Harlequins 3,3783175,HARLEQUINS 3,,HARLEQUINS 3,3306,0,0,0,0,0,0,2023 Titans Second League
,576,32995,HARLEQUINS 3,,,,,,,,,,,,2023 Titans Second League
254,576,32995,Koketjo Moselenyane,3783176,HARLEQUINS 3,,HARLEQUINS 3,3306,0,0,0,0,0,0,2023 Titans Second League
,576,32995,HARLEQUINS 3,,,,,,,,,,,,2023 Titans Second League
255,576,32995,Shafiq Jacobs,3783177,HARLEQUINS 3,,HARLEQUINS 3,3306,0,0,0,0,0,0,2023 Titans Second League
,576,32995,HARLEQUINS 3,,,,,,,,,,,,2023 Titans Second League
256,576,32995,Chumani Ngcokovane,3795242,IRENE VILLAGERS 4,,IRENE VILLAGERS 4,3307,0,0,0,0,0,0,2023 Titans Second League
,576,32995,IRENE VILLAGERS 4,,,,,,,,,,,,2023 Titans Second League
257,576,32995,Marco Rudolph,3795245,SINOVILLE 4,,SINOVILLE 4,3303,0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,2023 Titans Second League
258,576,32995,Aidan Van der Westhuizen,3795247,SINOVILLE 4,,SINOVILLE 4,3303,0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,2023 Titans Second League
259,576,32995,Andre Kruyshaar,3795248,SINOVILLE 4,,SINOVILLE 4,3303,0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,2023 Titans Second League
260,576,32995,Ruan Prinsloo,3795251,SINOVILLE 4,,SINOVILLE 4,3303,0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 4,,,,,,,,,,,,2023 Titans Second League
261,576,32995,Raymond Vd Berg,3795619,CBCOB 3,,CBCOB 3,3298,0,0,0,0,0,0,2023 Titans Second League
,576,32995,CBCOB 3,,,,,,,,,,,,2023 Titans Second League
262,576,32995,HJ A,3795620,CBCOB 3,,CBCOB 3,3298,0,0,0,0,0,0,2023 Titans Second League
,576,32995,CBCOB 3,,,,,,,,,,,,2023 Titans Second League
263,576,32995,Motheo B,3795621,CBCOB 3,,CBCOB 3,3298,0,0,0,0,0,0,2023 Titans Second League
,576,32995,CBCOB 3,,,,,,,,,,,,2023 Titans Second League
264,576,32995,Jan Verwas,3795657,SINOVILLE 3,,SINOVILLE 3,3302,0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,2023 Titans Second League
265,576,32995,Wian Munnik,3795658,SINOVILLE 3,,SINOVILLE 3,3302,0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,2023 Titans Second League
266,576,32995,Dieter Munnik,3795659,SINOVILLE 3,,SINOVILLE 3,3302,0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,2023 Titans Second League
267,576,32995,Ruben Munnik,3795660,SINOVILLE 3,,SINOVILLE 3,3302,0,0,0,0,0,0,2023 Titans Second League
,576,32995,SINOVILLE 3,,,,,,,,,,,,2023 Titans Second League
